IDENTIFICADOR_UNICO_CABO|LOCAL_TRACADO_INICIAL|UUID_LOCAL_TRACADO_INICIAL|TIPO_LOCAL_TRACADO_INICIAL|LATITUDE_INICIAL|LONGITUDE_INICIAL|TIPO_TRACADO|SUBTIPO_TRACADO|COMPRIMENTO_GEOM_M_TRACADO|COMPRIMENTO_M_TRACADO|LOCAL_TRACADO_FINAL|UUID_LOCAL_TRACADO_FINAL|TIPO_LOCAL_TRACADO_FINAL|LATITUDE_FINAL|LONGITUDE_FINAL|UUID_EQUIPAMENTO_INICIAL|NOME_EQUIPAMENTO_INICIAL|UID_PI_EQUP_INICIAL|TIPO_PI_EQUP_INICIAL|NAME_PI_EQUP_INICIAL|LATITUDE_EQUP_INICIAL|LONGITUDE_EQUP_INICIAL|UUID_DO_EQUIPAMENTO_FINAL|NOME_EQUIPAMENTO_FINAL|UID_PI_EQUP_FINAL|TIPO_PI_EQUP_FINAL|NAME_PI_EQUP_FINAL|LATITUDE_EQUP_FINAL|LONGITUDE_EQUP_FINAL|UUID_TRACADO|TRACADO_ETIQUETA|UF|MUNICIPIO|ARMARIO|TIPO_REDE
CBL0000000002715722|PT2288|LOC0000000001799291|Poste|-29.759611400|-57.086316600|Aerial|Autossustentável|22.330000000|22.330000000|PT2283|LOC0000000001799281|Poste|-29.759798400|-57.086230700|EQP0000000002403435|RSUGNFIST-85|LOC0000000001799291|Poste|PT2288|-29.759611400|-57.086316600|EQP0000000002102119|I01G02072|LOC0000000001799237|Poste|PT2261|-29.759796900|-57.085826200|ROT0000000002101972|PT2288 >> PT2283|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002715722|PT2283|LOC0000000001799281|Poste|-29.759798400|-57.086230700|Aerial|Autossustentável|39.120000000|39.120000000|PT2261|LOC0000000001799237|Poste|-29.759796900|-57.085826200|EQP0000000002403435|RSUGNFIST-85|LOC0000000001799291|Poste|PT2288|-29.759611400|-57.086316600|EQP0000000002102119|I01G02072|LOC0000000001799237|Poste|PT2261|-29.759796900|-57.085826200|ROT0000000002407464|PT2283 >> PT2261|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002097840|PT2176|LOC0000000001799067|Poste|-29.773862100|-57.110077200|Aerial|Autossustentável|39.300000000|39.300000000|PT2228|LOC0000000001799171|Poste|-29.773847500|-57.109671100|EQP0000000002096917|I01G0165|LOC0000000001799169|Poste|PT2227|-29.773839200|-57.109198500|EQP0000000002096946|I01G0164|LOC0000000001799047|Poste|PT2166|-29.774416900|-57.110028000|ROT0000000002048230|PT2176 >> PT2228|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002097840|PT2165|LOC0000000001799045|Poste|-29.774137300|-57.110036600|Aerial|Autossustentável|31.000000000|31.000000000|PT2166|LOC0000000001799047|Poste|-29.774416900|-57.110028000|EQP0000000002096917|I01G0165|LOC0000000001799169|Poste|PT2227|-29.773839200|-57.109198500|EQP0000000002096946|I01G0164|LOC0000000001799047|Poste|PT2166|-29.774416900|-57.110028000|ROT0000000002049694|PT2165 >> PT2166|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002097840|PT2228|LOC0000000001799171|Poste|-29.773847500|-57.109671100|Aerial|Autossustentável|45.710000000|45.710000000|PT2227|LOC0000000001799169|Poste|-29.773839200|-57.109198500|EQP0000000002096917|I01G0165|LOC0000000001799169|Poste|PT2227|-29.773839200|-57.109198500|EQP0000000002096946|I01G0164|LOC0000000001799047|Poste|PT2166|-29.774416900|-57.110028000|ROT0000000002048341|PT2228 >> PT2227|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002097840|PT2165|LOC0000000001799045|Poste|-29.774137300|-57.110036600|Aerial|Autossustentável|30.760000000|30.760000000|PT2176|LOC0000000001799067|Poste|-29.773862100|-57.110077200|EQP0000000002096917|I01G0165|LOC0000000001799169|Poste|PT2227|-29.773839200|-57.109198500|EQP0000000002096946|I01G0164|LOC0000000001799047|Poste|PT2166|-29.774416900|-57.110028000|ROT0000000002049649|PT2165 >> PT2176|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000017441121|PT2055|LOC0000000001798825|Poste|-29.758147600|-57.073139800|Aerial|Autossustentável|24.780000000|24.780000000|PT1878|LOC0000000001798470|Poste|-29.758143700|-57.072883600|EQP0000000002394309|RSUGNHUB-22|LOC0000000001798470|Poste|PT1878|-29.758143700|-57.072883600|EQP0000000017440775|I01GPF760|LOC0000000002214847|MDU|3993_97502313|-29.758022700|-57.073413600|ROT0000000002029574|PT2055 >> PT1878|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000017441121|PT2054|LOC0000000001798823|Poste|-29.758152000|-57.073424400|Aerial|Autossustentável|27.530000000|27.530000000|PT2055|LOC0000000001798825|Poste|-29.758147600|-57.073139800|EQP0000000002394309|RSUGNHUB-22|LOC0000000001798470|Poste|PT1878|-29.758143700|-57.072883600|EQP0000000017440775|I01GPF760|LOC0000000002214847|MDU|3993_97502313|-29.758022700|-57.073413600|ROT0000000002029565|PT2054 >> PT2055|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002255597|PT1617|LOC0000000001797948|Poste|-29.760593200|-57.072012500|Aerial|Autossustentável|28.690000000|28.690000000|PT1792|LOC0000000001798298|Poste|-29.760852000|-57.072012500|EQP0000000002254941|I01G0854|LOC0000000001798344|Poste|PT1815|-29.760933100|-57.072087500|EQP0000000002254971|I01G0853|LOC0000000001797950|Poste|PT1618|-29.760302000|-57.072015200|ROT0000000002085390|PT1617 >> PT1792|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002255597|PT1815|LOC0000000001798344|Poste|-29.760933100|-57.072087500|Aerial|Autossustentável|11.550000000|11.550000000|PT1792|LOC0000000001798298|Poste|-29.760852000|-57.072012500|EQP0000000002254941|I01G0854|LOC0000000001798344|Poste|PT1815|-29.760933100|-57.072087500|EQP0000000002254971|I01G0853|LOC0000000001797950|Poste|PT1618|-29.760302000|-57.072015200|ROT0000000002255590|PT1815 >> PT1792|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002255597|PT1617|LOC0000000001797948|Poste|-29.760593200|-57.072012500|Aerial|Autossustentável|32.280000000|32.280000000|PT1618|LOC0000000001797950|Poste|-29.760302000|-57.072015200|EQP0000000002254941|I01G0854|LOC0000000001798344|Poste|PT1815|-29.760933100|-57.072087500|EQP0000000002254971|I01G0853|LOC0000000001797950|Poste|PT1618|-29.760302000|-57.072015200|ROT0000000002033470|PT1617 >> PT1618|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002764160|PT2245|LOC0000000001799205|Poste|-29.762477100|-57.086854900|Aerial|Autossustentável|31.450000000|31.450000000|PT2246|LOC0000000001799207|Poste|-29.762468900|-57.086529900|EQP0000000002400656|RSUGNFIST-90|LOC0000000001799207|Poste|PT2246|-29.762468900|-57.086529900|EQP0000000002104856|I01G02160|LOC0000000001799211|Poste|PT2248|-29.762483700|-57.087121500|ROT0000000002104965|PT2245 >> PT2246|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002764160|PT2248|LOC0000000001799211|Poste|-29.762483700|-57.087121500|Aerial|Autossustentável|25.790000000|25.790000000|PT2245|LOC0000000001799205|Poste|-29.762477100|-57.086854900|EQP0000000002400656|RSUGNFIST-90|LOC0000000001799207|Poste|PT2246|-29.762468900|-57.086529900|EQP0000000002104856|I01G02160|LOC0000000001799211|Poste|PT2248|-29.762483700|-57.087121500|ROT0000000002104964|PT2248 >> PT2245|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002381695|PT631|LOC0000000001795979|Poste|-29.764143500|-57.073403400|Aerial|Autossustentável|24.970000000|24.970000000|PT656|LOC0000000001796029|Poste|-29.763918300|-57.073408300|EQP0000000002372939|RSUGNHUB-30|LOC0000000001796029|Poste|PT656|-29.763918300|-57.073408300|EQP0000000002373383|RSUGNHUB-29|LOC0000000001795893|Poste|PT588|-29.765120600|-57.073296500|ROT0000000002087666|PT631 >> PT656|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002764865|PT3469|LOC0000000001801654|Poste|-29.771795900|-57.085481200|Aerial|Autossustentável|27.310000000|27.310000000|PT3468|LOC0000000001801652|Poste|-29.771549500|-57.085481700|EQP0000000002342908|RSUGNHUB-09|LOC0000000001801982|Poste|PT3633|-29.772312000|-57.085105300|EQP0000000002107401|I01G0375|LOC0000000001801652|Poste|PT3468|-29.771549500|-57.085481700|ROT0000000002091771|PT3469 >> PT3468|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002381695|PT625|LOC0000000001795967|Poste|-29.764744900|-57.073390400|Aerial|Autossustentável|31.380000000|31.380000000|PT626|LOC0000000001795969|Poste|-29.764461900|-57.073396500|EQP0000000002372939|RSUGNHUB-30|LOC0000000001796029|Poste|PT656|-29.763918300|-57.073408300|EQP0000000002373383|RSUGNHUB-29|LOC0000000001795893|Poste|PT588|-29.765120600|-57.073296500|ROT0000000002087653|PT625 >> PT626|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002381695|PT626|LOC0000000001795969|Poste|-29.764461900|-57.073396500|Aerial|Autossustentável|35.300000000|35.300000000|PT631|LOC0000000001795979|Poste|-29.764143500|-57.073403400|EQP0000000002372939|RSUGNHUB-30|LOC0000000001796029|Poste|PT656|-29.763918300|-57.073408300|EQP0000000002373383|RSUGNHUB-29|LOC0000000001795893|Poste|PT588|-29.765120600|-57.073296500|ROT0000000002087659|PT626 >> PT631|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002381695|PT628|LOC0000000001795973|Poste|-29.765028900|-57.073384300|Aerial|Autossustentável|31.490000000|31.490000000|PT625|LOC0000000001795967|Poste|-29.764744900|-57.073390400|EQP0000000002372939|RSUGNHUB-30|LOC0000000001796029|Poste|PT656|-29.763918300|-57.073408300|EQP0000000002373383|RSUGNHUB-29|LOC0000000001795893|Poste|PT588|-29.765120600|-57.073296500|ROT0000000002087716|PT628 >> PT625|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002764865|PT3467|LOC0000000001801650|Poste|-29.772319300|-57.085455000|Aerial|Autossustentável|23.180000000|23.220000000|PT3466|LOC0000000001801648|Poste|-29.772110900|-57.085474200|EQP0000000002342908|RSUGNHUB-09|LOC0000000001801982|Poste|PT3633|-29.772312000|-57.085105300|EQP0000000002107401|I01G0375|LOC0000000001801652|Poste|PT3468|-29.771549500|-57.085481700|ROT0000000002091769|PT3467 >> PT3466|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002381695|PT628|LOC0000000001795973|Poste|-29.765028900|-57.073384300|Aerial|Autossustentável|13.240000000|13.240000000|PT588|LOC0000000001795893|Poste|-29.765120600|-57.073296500|EQP0000000002372939|RSUGNHUB-30|LOC0000000001796029|Poste|PT656|-29.763918300|-57.073408300|EQP0000000002373383|RSUGNHUB-29|LOC0000000001795893|Poste|PT588|-29.765120600|-57.073296500|ROT0000000002380552|PT628 >> PT588|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002764865|PT3466|LOC0000000001801648|Poste|-29.772110900|-57.085474200|Aerial|Autossustentável|34.920000000|34.920000000|PT3469|LOC0000000001801654|Poste|-29.771795900|-57.085481200|EQP0000000002342908|RSUGNHUB-09|LOC0000000001801982|Poste|PT3633|-29.772312000|-57.085105300|EQP0000000002107401|I01G0375|LOC0000000001801652|Poste|PT3468|-29.771549500|-57.085481700|ROT0000000002091770|PT3466 >> PT3469|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002764865|PT3633|LOC0000000001801982|Poste|-29.772312000|-57.085105300|Aerial|Autossustentável|35.530000000|35.530000000|PT3467|LOC0000000001801650|Poste|-29.772319300|-57.085455000|EQP0000000002342908|RSUGNHUB-09|LOC0000000001801982|Poste|PT3633|-29.772312000|-57.085105300|EQP0000000002107401|I01G0375|LOC0000000001801652|Poste|PT3468|-29.771549500|-57.085481700|ROT0000000002079100|PT3633 >> PT3467|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002102515|PT2281|LOC0000000001799277|Poste|-29.759805000|-57.088204300|Aerial|Autossustentável|29.980000000|29.980000000|PT2280|LOC0000000001799275|Poste|-29.759809700|-57.088514200|EQP0000000002102453|I01G02078|LOC0000000001800671|Poste|PT2978|-29.759262100|-57.088088300|EQP0000000002102480|I01G02077|LOC0000000001799297|Poste|PT2291|-29.759813800|-57.088787600|ROT0000000002102512|PT2281 >> PT2280|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002102515|PT2280|LOC0000000001799275|Poste|-29.759809700|-57.088514200|Aerial|Autossustentável|26.450000000|26.450000000|PT2291|LOC0000000001799297|Poste|-29.759813800|-57.088787600|EQP0000000002102453|I01G02078|LOC0000000001800671|Poste|PT2978|-29.759262100|-57.088088300|EQP0000000002102480|I01G02077|LOC0000000001799297|Poste|PT2291|-29.759813800|-57.088787600|ROT0000000002102513|PT2280 >> PT2291|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002102515|PT2975|LOC0000000001800665|Poste|-29.759630500|-57.088080400|Aerial|Autossustentável|22.750000000|22.750000000|PT2281|LOC0000000001799277|Poste|-29.759805000|-57.088204300|EQP0000000002102453|I01G02078|LOC0000000001800671|Poste|PT2978|-29.759262100|-57.088088300|EQP0000000002102480|I01G02077|LOC0000000001799297|Poste|PT2291|-29.759813800|-57.088787600|ROT0000000002102002|PT2975 >> PT2281|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002102515|PT2975|LOC0000000001800665|Poste|-29.759630500|-57.088080400|Aerial|Autossustentável|40.840000000|40.840000000|PT2978|LOC0000000001800671|Poste|-29.759262100|-57.088088300|EQP0000000002102453|I01G02078|LOC0000000001800671|Poste|PT2978|-29.759262100|-57.088088300|EQP0000000002102480|I01G02077|LOC0000000001799297|Poste|PT2291|-29.759813800|-57.088787600|ROT0000000002085874|PT2975 >> PT2978|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000003937838|PT2331|LOC0000000001799377|Poste|-29.773192100|-57.094118900|Aerial|Autossustentável|29.130000000|29.130000000|PT2334|LOC0000000001799383|Poste|-29.773454800|-57.094112300|EQP0000000002338217|RSUGNFOSC-05|LOC0000000001798911|Poste|PT2098|-29.772407800|-57.094008400|EQP0000000003937637|I01G0272|LOC0000000001799383|Poste|PT2334|-29.773454800|-57.094112300|ROT0000000002085993|PT2331 >> PT2334|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000003937838|PT2332|LOC0000000001799379|Poste|-29.772811400|-57.094128500|Aerial|Autossustentável|42.220000000|42.220000000|PT2331|LOC0000000001799377|Poste|-29.773192100|-57.094118900|EQP0000000002338217|RSUGNFOSC-05|LOC0000000001798911|Poste|PT2098|-29.772407800|-57.094008400|EQP0000000003937637|I01G0272|LOC0000000001799383|Poste|PT2334|-29.773454800|-57.094112300|ROT0000000002085980|PT2332 >> PT2331|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000003937838|PT2354|LOC0000000001799423|Poste|-29.772454700|-57.094137400|Aerial|Autossustentável|13.510000000|13.510000000|PT2098|LOC0000000001798911|Poste|-29.772407800|-57.094008400|EQP0000000002338217|RSUGNFOSC-05|LOC0000000001798911|Poste|PT2098|-29.772407800|-57.094008400|EQP0000000003937637|I01G0272|LOC0000000001799383|Poste|PT2334|-29.773454800|-57.094112300|ROT0000000002338842|PT2354 >> PT2098|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000003937838|PT2354|LOC0000000001799423|Poste|-29.772454700|-57.094137400|Aerial|Autossustentável|39.550000000|39.550000000|PT2332|LOC0000000001799379|Poste|-29.772811400|-57.094128500|EQP0000000002338217|RSUGNFOSC-05|LOC0000000001798911|Poste|PT2098|-29.772407800|-57.094008400|EQP0000000003937637|I01G0272|LOC0000000001799383|Poste|PT2334|-29.773454800|-57.094112300|ROT0000000002085964|PT2354 >> PT2332|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002822772|PT4256|LOC0000000002822431|Poste|-29.766191800|-57.075754600|Aerial|Autossustentável|35.990000000|35.990000000|PT946|LOC0000000001796607|Poste|-29.765867100|-57.075758900|EQP0000000002822377|I01G01090|LOC0000000001796379|Poste|PT831|-29.766447200|-57.076557200|EQP0000000002822488|I01G01089|LOC0000000001796607|Poste|PT946|-29.765867100|-57.075758900|ROT0000000002822546|PT4256 >> PT946|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002822772|PT832|LOC0000000001796381|Poste|-29.766647400|-57.076445200|Aerial|Autossustentável|25.040000000|25.040000000|PT1029|LOC0000000001796772|Poste|-29.766648100|-57.076186300|EQP0000000002822377|I01G01090|LOC0000000001796379|Poste|PT831|-29.766447200|-57.076557200|EQP0000000002822488|I01G01089|LOC0000000001796607|Poste|PT946|-29.765867100|-57.075758900|ROT0000000002079987|PT832 >> PT1029|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002822772|PT1029|LOC0000000001796772|Poste|-29.766648100|-57.076186300|Aerial|Autossustentável|40.930000000|40.930000000|PT1028|LOC0000000001796770|Poste|-29.766648500|-57.075763100|EQP0000000002822377|I01G01090|LOC0000000001796379|Poste|PT831|-29.766447200|-57.076557200|EQP0000000002822488|I01G01089|LOC0000000001796607|Poste|PT946|-29.765867100|-57.075758900|ROT0000000002080021|PT1029 >> PT1028|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002822772|PT944|LOC0000000001796603|Poste|-29.766446000|-57.075764500|Aerial|Autossustentável|28.190000000|28.200000000|PT4256|LOC0000000002822431|Poste|-29.766191800|-57.075754600|EQP0000000002822377|I01G01090|LOC0000000001796379|Poste|PT831|-29.766447200|-57.076557200|EQP0000000002822488|I01G01089|LOC0000000001796607|Poste|PT946|-29.765867100|-57.075758900|ROT0000000002822544|PT944 >> PT4256|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002822772|PT1028|LOC0000000001796770|Poste|-29.766648500|-57.075763100|Aerial|Autossustentável|22.450000000|22.450000000|PT944|LOC0000000001796603|Poste|-29.766446000|-57.075764500|EQP0000000002822377|I01G01090|LOC0000000001796379|Poste|PT831|-29.766447200|-57.076557200|EQP0000000002822488|I01G01089|LOC0000000001796607|Poste|PT946|-29.765867100|-57.075758900|ROT0000000002822516|PT1028 >> PT944|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002822772|PT832|LOC0000000001796381|Poste|-29.766647400|-57.076445200|Aerial|Autossustentável|24.690000000|24.690000000|PT831|LOC0000000001796379|Poste|-29.766447200|-57.076557200|EQP0000000002822377|I01G01090|LOC0000000001796379|Poste|PT831|-29.766447200|-57.076557200|EQP0000000002822488|I01G01089|LOC0000000001796607|Poste|PT946|-29.765867100|-57.075758900|ROT0000000002822574|PT832 >> PT831|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000017711382|PT3515|LOC0000000001801746|Poste|-29.773544700|-57.087741700|Aerial|Autossustentável|43.380000000|43.380000000|PT3219|LOC0000000001801154|Poste|-29.773714300|-57.087997700|EQP0000000002124202|RSUGNHUB-07|LOC0000000001801746|Poste|PT3515|-29.773544700|-57.087741700|EQP0000000017711323|I01GPF334|LOC0000000002223224|MDU|2529_97502837|-29.773504100|-57.088228300|ROT0000000017711354|PT3515 >> PT3219|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002101778|PT470|LOC0000000001795657|Poste|-29.759708400|-57.079009700|Aerial|Autossustentável|30.020000000|30.020000000|PT517|LOC0000000001795751|Poste|-29.759712500|-57.078699300|EQP0000000002101587|I01G02031|LOC0000000001795657|Poste|PT470|-29.759708400|-57.079009700|EQP0000000002101614|I01G02030|LOC0000000001795737|Poste|PT510|-29.759716300|-57.077767900|ROT0000000002101559|PT470 >> PT517|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002101778|PT511|LOC0000000001795739|Poste|-29.759716100|-57.078126700|Aerial|Autossustentável|34.700000000|34.700000000|PT510|LOC0000000001795737|Poste|-29.759716300|-57.077767900|EQP0000000002101587|I01G02031|LOC0000000001795657|Poste|PT470|-29.759708400|-57.079009700|EQP0000000002101614|I01G02030|LOC0000000001795737|Poste|PT510|-29.759716300|-57.077767900|ROT0000000002047197|PT511 >> PT510|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002101778|PT516|LOC0000000001795749|Poste|-29.759716100|-57.078427600|Aerial|Autossustentável|29.100000000|29.100000000|PT511|LOC0000000001795739|Poste|-29.759716100|-57.078126700|EQP0000000002101587|I01G02031|LOC0000000001795657|Poste|PT470|-29.759708400|-57.079009700|EQP0000000002101614|I01G02030|LOC0000000001795737|Poste|PT510|-29.759716300|-57.077767900|ROT0000000002046321|PT516 >> PT511|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002101778|PT517|LOC0000000001795751|Poste|-29.759712500|-57.078699300|Aerial|Autossustentável|26.280000000|26.280000000|PT516|LOC0000000001795749|Poste|-29.759716100|-57.078427600|EQP0000000002101587|I01G02031|LOC0000000001795657|Poste|PT470|-29.759708400|-57.079009700|EQP0000000002101614|I01G02030|LOC0000000001795737|Poste|PT510|-29.759716300|-57.077767900|ROT0000000002046284|PT517 >> PT516|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002109656|PT3959|LOC0000000001802634|Poste|-29.777953600|-57.096702300|Aerial|Autossustentável|18.290000000|18.290000000|PT4150|LOC0000000001803016|Poste|-29.777872000|-57.096537900|EQP0000000002109488|I01G0199|LOC0000000001803036|Poste|PT4160|-29.777162600|-57.096568100|EQP0000000002109515|I01G0198|LOC0000000001802636|Poste|PT3960|-29.777963200|-57.097081800|ROT0000000002109650|PT3959 >> PT4150|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002109656|PT4150|LOC0000000001803016|Poste|-29.777872000|-57.096537900|Aerial|Autossustentável|39.480000000|39.480000000|PT4149|LOC0000000001803014|Poste|-29.777516100|-57.096553000|EQP0000000002109488|I01G0199|LOC0000000001803036|Poste|PT4160|-29.777162600|-57.096568100|EQP0000000002109515|I01G0198|LOC0000000001802636|Poste|PT3960|-29.777963200|-57.097081800|ROT0000000002081545|PT4150 >> PT4149|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002109656|PT3960|LOC0000000001802636|Poste|-29.777963200|-57.097081800|Aerial|Autossustentável|36.710000000|36.710000000|PT3959|LOC0000000001802634|Poste|-29.777953600|-57.096702300|EQP0000000002109488|I01G0199|LOC0000000001803036|Poste|PT4160|-29.777162600|-57.096568100|EQP0000000002109515|I01G0198|LOC0000000001802636|Poste|PT3960|-29.777963200|-57.097081800|ROT0000000002080713|PT3960 >> PT3959|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002109656|PT4149|LOC0000000001803014|Poste|-29.777516100|-57.096553000|Aerial|Autossustentável|39.210000000|39.210000000|PT4160|LOC0000000001803036|Poste|-29.777162600|-57.096568100|EQP0000000002109488|I01G0199|LOC0000000001803036|Poste|PT4160|-29.777162600|-57.096568100|EQP0000000002109515|I01G0198|LOC0000000001802636|Poste|PT3960|-29.777963200|-57.097081800|ROT0000000002081563|PT4149 >> PT4160|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002106851|PT2493|LOC0000000001799701|Poste|-29.777104400|-57.106898300|Aerial|Autossustentável|41.740000000|41.740000000|PT2504|LOC0000000001799723|Poste|-29.776728000|-57.106910000|EQP0000000002106777|I01G0034|LOC0000000001799697|Poste|PT2491|-29.777328600|-57.106893500|EQP0000000002106805|I01G0033|LOC0000000001799725|Poste|PT2505|-29.776016300|-57.106935600|ROT0000000002066506|PT2493 >> PT2504|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002106851|PT2504|LOC0000000001799723|Poste|-29.776728000|-57.106910000|Aerial|Autossustentável|45.690000000|45.690000000|PT2506|LOC0000000001799727|Poste|-29.776316000|-57.106923800|EQP0000000002106777|I01G0034|LOC0000000001799697|Poste|PT2491|-29.777328600|-57.106893500|EQP0000000002106805|I01G0033|LOC0000000001799725|Poste|PT2505|-29.776016300|-57.106935600|ROT0000000002066591|PT2504 >> PT2506|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002106851|PT2491|LOC0000000001799697|Poste|-29.777328600|-57.106893500|Aerial|Autossustentável|24.860000000|24.860000000|PT2493|LOC0000000001799701|Poste|-29.777104400|-57.106898300|EQP0000000002106777|I01G0034|LOC0000000001799697|Poste|PT2491|-29.777328600|-57.106893500|EQP0000000002106805|I01G0033|LOC0000000001799725|Poste|PT2505|-29.776016300|-57.106935600|ROT0000000002068923|PT2491 >> PT2493|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002106851|PT2506|LOC0000000001799727|Poste|-29.776316000|-57.106923800|Aerial|Autossustentável|33.240000000|33.240000000|PT2505|LOC0000000001799725|Poste|-29.776016300|-57.106935600|EQP0000000002106777|I01G0034|LOC0000000001799697|Poste|PT2491|-29.777328600|-57.106893500|EQP0000000002106805|I01G0033|LOC0000000001799725|Poste|PT2505|-29.776016300|-57.106935600|ROT0000000002066642|PT2506 >> PT2505|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000014407070|PT2253|LOC0000000001799221|Poste|-29.762478600|-57.089389100|Aerial|Autossustentável|11.700000000|11.700000000|PT3005|LOC0000000001800726|Poste|-29.762419900|-57.089489700|EQP0000000002400959|RSUGNHUB-87|LOC0000000001799221|Poste|PT2253|-29.762478600|-57.089389100|EQP0000000014406424|I01GP2119|LOC0000000002208980|MDU|2439_97502777|-29.762304800|-57.089376100|ROT0000000004392972|PT2253 >> PT3005|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002765783|PT575|LOC0000000001795867|Poste|-29.766437000|-57.072556200|Aerial|Autossustentável|35.950000000|35.950000000|PT580|LOC0000000001795877|Poste|-29.766113000|-57.072572400|EQP0000000002373383|RSUGNHUB-29|LOC0000000001795893|Poste|PT588|-29.765120600|-57.073296500|EQP0000000002216983|I01G0872|LOC0000000001795857|Poste|PT570|-29.766610300|-57.071338300|ROT0000000002087808|PT575 >> PT580|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002765783|PT578|LOC0000000001795873|Poste|-29.765371900|-57.072582700|Aerial|Autossustentável|30.110000000|30.110000000|PT590|LOC0000000001795897|Poste|-29.765100500|-57.072595800|EQP0000000002373383|RSUGNHUB-29|LOC0000000001795893|Poste|PT588|-29.765120600|-57.073296500|EQP0000000002216983|I01G0872|LOC0000000001795857|Poste|PT570|-29.766610300|-57.071338300|ROT0000000002087773|PT578 >> PT590|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002765783|PT581|LOC0000000001795879|Poste|-29.765668700|-57.072580800|Aerial|Autossustentável|32.900000000|32.900000000|PT578|LOC0000000001795873|Poste|-29.765371900|-57.072582700|EQP0000000002373383|RSUGNHUB-29|LOC0000000001795893|Poste|PT588|-29.765120600|-57.073296500|EQP0000000002216983|I01G0872|LOC0000000001795857|Poste|PT570|-29.766610300|-57.071338300|ROT0000000002087768|PT581 >> PT578|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
