IDENTIFICADOR_UNICO_CABO|LOCAL_TRACADO_INICIAL|UUID_LOCAL_TRACADO_INICIAL|TIPO_LOCAL_TRACADO_INICIAL|LATITUDE_INICIAL|LONGITUDE_INICIAL|TIPO_TRACADO|SUBTIPO_TRACADO|COMPRIMENTO_GEOM_M_TRACADO|COMPRIMENTO_M_TRACADO|LOCAL_TRACADO_FINAL|UUID_LOCAL_TRACADO_FINAL|TIPO_LOCAL_TRACADO_FINAL|LATITUDE_FINAL|LONGITUDE_FINAL|UUID_EQUIPAMENTO_INICIAL|NOME_EQUIPAMENTO_INICIAL|UID_PI_EQUP_INICIAL|TIPO_PI_EQUP_INICIAL|NAME_PI_EQUP_INICIAL|LATITUDE_EQUP_INICIAL|LONGITUDE_EQUP_INICIAL|UUID_DO_EQUIPAMENTO_FINAL|NOME_EQUIPAMENTO_FINAL|UID_PI_EQUP_FINAL|TIPO_PI_EQUP_FINAL|NAME_PI_EQUP_FINAL|LATITUDE_EQUP_FINAL|LONGITUDE_EQUP_FINAL|UUID_TRACADO|TRACADO_ETIQUETA|UF|MUNICIPIO|ARMARIO|TIPO_REDE
CBL0000000002569044|PT368|LOC0000000001795453|Poste|-29.757085700|-57.086325900|Aerial|Autossustentável|27.660000000|27.660000000|PT369|LOC0000000001795455|Poste|-29.756836200|-57.086327100|EQP0000000002529833|RSUGNFIST-73|LOC0000000001795453|Poste|PT368|-29.757085700|-57.086325900|EQP0000000002568397|RSUGNFOSC-66|LOC0000000001795495|Poste|PT389|-29.755615800|-57.086339600|ROT0000000002085452|PT368 >> PT369|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002109660|PT4153|LOC0000000001803022|Poste|-29.778737700|-57.096527300|Aerial|Autossustentável|30.660000000|30.660000000|PT4148|LOC0000000001803012|Poste|-29.778461100|-57.096529100|EQP0000000002109596|I01G0195|LOC0000000001803022|Poste|PT4153|-29.778737700|-57.096527300|EQP0000000002109623|I01G0194|LOC0000000001802638|Poste|PT3961|-29.777932800|-57.095903500|ROT0000000002081499|PT4153 >> PT4148|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002109660|PT4147|LOC0000000001803010|Poste|-29.778143400|-57.096531100|Aerial|Autossustentável|33.100000000|33.100000000|PT3962|LOC0000000001802640|Poste|-29.777942700|-57.096277600|EQP0000000002109596|I01G0195|LOC0000000001803022|Poste|PT4153|-29.778737700|-57.096527300|EQP0000000002109623|I01G0194|LOC0000000001802638|Poste|PT3961|-29.777932800|-57.095903500|ROT0000000002109654|PT4147 >> PT3962|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002109660|PT4148|LOC0000000001803012|Poste|-29.778461100|-57.096529100|Aerial|Autossustentável|35.220000000|35.220000000|PT4147|LOC0000000001803010|Poste|-29.778143400|-57.096531100|EQP0000000002109596|I01G0195|LOC0000000001803022|Poste|PT4153|-29.778737700|-57.096527300|EQP0000000002109623|I01G0194|LOC0000000001802638|Poste|PT3961|-29.777932800|-57.095903500|ROT0000000002081514|PT4148 >> PT4147|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002109660|PT3962|LOC0000000001802640|Poste|-29.777942700|-57.096277600|Aerial|Autossustentável|36.190000000|36.190000000|PT3961|LOC0000000001802638|Poste|-29.777932800|-57.095903500|EQP0000000002109596|I01G0195|LOC0000000001803022|Poste|PT4153|-29.778737700|-57.096527300|EQP0000000002109623|I01G0194|LOC0000000001802638|Poste|PT3961|-29.777932800|-57.095903500|ROT0000000002080737|PT3962 >> PT3961|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002632418|PT1487|LOC0000000001797688|Poste|-29.751154700|-57.088905100|Aerial|Autossustentável|29.650000000|29.650000000|PT1137|LOC0000000001796988|Poste|-29.751147200|-57.088598700|EQP0000000002631602|RSUGNHUB-43|LOC0000000001796980|Poste|PT1133|-29.751130800|-57.087960000|EQP0000000002631643|RSUGNHUB-42|LOC0000000001797630|Poste|PT1458|-29.751109200|-57.089692400|ROT0000000002088478|PT1487 >> PT1137|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002632418|PT1452|LOC0000000001797618|Poste|-29.751171900|-57.089609700|Aerial|Autossustentável|41.680000000|41.680000000|PT1488|LOC0000000001797690|Poste|-29.751161400|-57.089179000|EQP0000000002631602|RSUGNHUB-43|LOC0000000001796980|Poste|PT1133|-29.751130800|-57.087960000|EQP0000000002631643|RSUGNHUB-42|LOC0000000001797630|Poste|PT1458|-29.751109200|-57.089692400|ROT0000000002088465|PT1452 >> PT1488|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002408465|PT823|LOC0000000001796363|Poste|-29.768154600|-57.076518800|Aerial|Autossustentável|49.440000000|49.440000000|PT936|LOC0000000001796589|Poste|-29.767945500|-57.076067200|EQP0000000002403860|I01G01039|LOC0000000001796365|Poste|PT824|-29.768420300|-57.076518700|EQP0000000002403559|I01G01038|LOC0000000001796589|Poste|PT936|-29.767945500|-57.076067200|ROT0000000002408464|PT823 >> PT936|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002632418|PT1137|LOC0000000001796988|Poste|-29.751147200|-57.088598700|Aerial|Autossustentável|34.480000000|34.480000000|PT1136|LOC0000000001796986|Poste|-29.751138500|-57.088242400|EQP0000000002631602|RSUGNHUB-43|LOC0000000001796980|Poste|PT1133|-29.751130800|-57.087960000|EQP0000000002631643|RSUGNHUB-42|LOC0000000001797630|Poste|PT1458|-29.751109200|-57.089692400|ROT0000000002088486|PT1137 >> PT1136|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002632418|PT1458|LOC0000000001797630|Poste|-29.751109200|-57.089692400|Aerial|Autossustentável|10.600000000|10.600000000|PT1452|LOC0000000001797618|Poste|-29.751171900|-57.089609700|EQP0000000002631602|RSUGNHUB-43|LOC0000000001796980|Poste|PT1133|-29.751130800|-57.087960000|EQP0000000002631643|RSUGNHUB-42|LOC0000000001797630|Poste|PT1458|-29.751109200|-57.089692400|ROT0000000002631673|PT1458 >> PT1452|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002408465|PT823|LOC0000000001796363|Poste|-29.768154600|-57.076518800|Aerial|Autossustentável|29.450000000|29.450000000|PT824|LOC0000000001796365|Poste|-29.768420300|-57.076518700|EQP0000000002403860|I01G01039|LOC0000000001796365|Poste|PT824|-29.768420300|-57.076518700|EQP0000000002403559|I01G01038|LOC0000000001796589|Poste|PT936|-29.767945500|-57.076067200|ROT0000000002088594|PT823 >> PT824|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002632418|PT1488|LOC0000000001797690|Poste|-29.751161400|-57.089179000|Aerial|Autossustentável|26.500000000|26.500000000|PT1487|LOC0000000001797688|Poste|-29.751154700|-57.088905100|EQP0000000002631602|RSUGNHUB-43|LOC0000000001796980|Poste|PT1133|-29.751130800|-57.087960000|EQP0000000002631643|RSUGNHUB-42|LOC0000000001797630|Poste|PT1458|-29.751109200|-57.089692400|ROT0000000002088472|PT1488 >> PT1487|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002632418|PT1136|LOC0000000001796986|Poste|-29.751138500|-57.088242400|Aerial|Autossustentável|27.330000000|27.330000000|PT1133|LOC0000000001796980|Poste|-29.751130800|-57.087960000|EQP0000000002631602|RSUGNHUB-43|LOC0000000001796980|Poste|PT1133|-29.751130800|-57.087960000|EQP0000000002631643|RSUGNHUB-42|LOC0000000001797630|Poste|PT1458|-29.751109200|-57.089692400|ROT0000000002088493|PT1136 >> PT1133|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002633184|PT373|LOC0000000001795463|Poste|-29.754456600|-57.087988600|Aerial|Autossustentável|24.240000000|24.240000000|PT370|LOC0000000001795457|Poste|-29.754237900|-57.087986300|EQP0000000002596903|RSUGNHUB-58|LOC0000000001795459|Poste|PT371|-29.754049000|-57.087924300|EQP0000000002095543|I01G01549|LOC0000000001795463|Poste|PT373|-29.754456600|-57.087988600|ROT0000000002087726|PT373 >> PT370|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002633184|PT370|LOC0000000001795457|Poste|-29.754237900|-57.087986300|Aerial|Autossustentável|9.940000000|9.940000000|PT277|LOC0000000001795271|Poste|-29.754170300|-57.087918700|EQP0000000002596903|RSUGNHUB-58|LOC0000000001795459|Poste|PT371|-29.754049000|-57.087924300|EQP0000000002095543|I01G01549|LOC0000000001795463|Poste|PT373|-29.754456600|-57.087988600|ROT0000000002087731|PT370 >> PT277|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002633184|PT277|LOC0000000001795271|Poste|-29.754170300|-57.087918700|Aerial|Autossustentável|13.460000000|13.460000000|PT371|LOC0000000001795459|Poste|-29.754049000|-57.087924300|EQP0000000002596903|RSUGNHUB-58|LOC0000000001795459|Poste|PT371|-29.754049000|-57.087924300|EQP0000000002095543|I01G01549|LOC0000000001795463|Poste|PT373|-29.754456600|-57.087988600|ROT0000000002633178|PT277 >> PT371|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002821280|PT2070|LOC0000000001798855|Poste|-29.756758200|-57.073706600|Aerial|Autossustentável|23.360000000|23.440000000|PT1965|LOC0000000001798644|Poste|-29.756646300|-57.073510100|EQP0000000002820593|I01G0742|LOC0000000001798857|Poste|PT2071|-29.756765000|-57.074051300|EQP0000000002820716|I01G0741|LOC0000000001798632|Poste|PT1959|-29.756134400|-57.073523000|ROT0000000002802513|PT2070 >> PT1965|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002821280|PT2071|LOC0000000001798857|Poste|-29.756765000|-57.074051300|Aerial|Autossustentável|33.350000000|33.350000000|PT2070|LOC0000000001798855|Poste|-29.756758200|-57.073706600|EQP0000000002820593|I01G0742|LOC0000000001798857|Poste|PT2071|-29.756765000|-57.074051300|EQP0000000002820716|I01G0741|LOC0000000001798632|Poste|PT1959|-29.756134400|-57.073523000|ROT0000000002027916|PT2071 >> PT2070|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002821280|PT1960|LOC0000000001798634|Poste|-29.756419100|-57.073515800|Aerial|Autossustentável|31.570000000|31.570000000|PT1959|LOC0000000001798632|Poste|-29.756134400|-57.073523000|EQP0000000002820593|I01G0742|LOC0000000001798857|Poste|PT2071|-29.756765000|-57.074051300|EQP0000000002820716|I01G0741|LOC0000000001798632|Poste|PT1959|-29.756134400|-57.073523000|ROT0000000002015331|PT1960 >> PT1959|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002821280|PT1965|LOC0000000001798644|Poste|-29.756646300|-57.073510100|Aerial|Autossustentável|25.190000000|25.190000000|PT1960|LOC0000000001798634|Poste|-29.756419100|-57.073515800|EQP0000000002820593|I01G0742|LOC0000000001798857|Poste|PT2071|-29.756765000|-57.074051300|EQP0000000002820716|I01G0741|LOC0000000001798632|Poste|PT1959|-29.756134400|-57.073523000|ROT0000000002015326|PT1965 >> PT1960|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002257995|PT2701|LOC0000000001800117|Poste|-29.763364000|-57.094585600|Aerial|Autossustentável|33.820000000|33.820000000|PT2997|LOC0000000001800710|Poste|-29.763542200|-57.094301700|EQP0000000002106389|I01G02165|LOC0000000001800115|Poste|PT2700|-29.763364000|-57.094867600|EQP0000000002106308|I01G02164|LOC0000000001803106|Poste|PT4195|-29.764076100|-57.094921000|ROT0000000002105320|PT2701 >> PT2997|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002257995|PT2700|LOC0000000001800115|Poste|-29.763364000|-57.094867600|Aerial|Autossustentável|27.270000000|27.270000000|PT2701|LOC0000000001800117|Poste|-29.763364000|-57.094585600|EQP0000000002106389|I01G02165|LOC0000000001800115|Poste|PT2700|-29.763364000|-57.094867600|EQP0000000002106308|I01G02164|LOC0000000001803106|Poste|PT4195|-29.764076100|-57.094921000|ROT0000000002105318|PT2700 >> PT2701|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002257995|PT4195|LOC0000000001803106|Poste|-29.764076100|-57.094921000|Aerial|Autossustentável|38.940000000|38.940000000|PT4192|LOC0000000001803100|Poste|-29.764077800|-57.094518400|EQP0000000002106389|I01G02165|LOC0000000001800115|Poste|PT2700|-29.763364000|-57.094867600|EQP0000000002106308|I01G02164|LOC0000000001803106|Poste|PT4195|-29.764076100|-57.094921000|ROT0000000002105307|PT4195 >> PT4192|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002257995|PT4192|LOC0000000001803100|Poste|-29.764077800|-57.094518400|Aerial|Autossustentável|27.490000000|27.490000000|PT2992|LOC0000000001800699|Poste|-29.763918000|-57.094301100|EQP0000000002106389|I01G02165|LOC0000000001800115|Poste|PT2700|-29.763364000|-57.094867600|EQP0000000002106308|I01G02164|LOC0000000001803106|Poste|PT4195|-29.764076100|-57.094921000|ROT0000000002105309|PT4192 >> PT2992|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002257995|PT2997|LOC0000000001800710|Poste|-29.763542200|-57.094301700|Aerial|Autossustentável|41.660000000|41.660000000|PT2992|LOC0000000001800699|Poste|-29.763918000|-57.094301100|EQP0000000002106389|I01G02165|LOC0000000001800115|Poste|PT2700|-29.763364000|-57.094867600|EQP0000000002106308|I01G02164|LOC0000000001803106|Poste|PT4195|-29.764076100|-57.094921000|ROT0000000002105322|PT2997 >> PT2992|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002627415|PT298|LOC0000000001795313|Poste|-29.755421700|-57.085297300|Aerial|Autossustentável|28.210000000|28.210000000|PT297|LOC0000000001795311|Poste|-29.755422200|-57.085005600|EQP0000000002568397|RSUGNFOSC-66|LOC0000000001795495|Poste|PT389|-29.755615800|-57.086339600|EQP0000000002587828|RSUGNHUB-65|LOC0000000001797182|Poste|PT1234|-29.755420900|-57.084722400|ROT0000000002085418|PT298 >> PT297|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002627415|PT389|LOC0000000001795495|Poste|-29.755615800|-57.086339600|Aerial|Autossustentável|22.710000000|22.710000000|PT301|LOC0000000001795319|Poste|-29.755419900|-57.086270800|EQP0000000002568397|RSUGNFOSC-66|LOC0000000001795495|Poste|PT389|-29.755615800|-57.086339600|EQP0000000002587828|RSUGNHUB-65|LOC0000000001797182|Poste|PT1234|-29.755420900|-57.084722400|ROT0000000002627410|PT389 >> PT301|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002627415|PT301|LOC0000000001795319|Poste|-29.755419900|-57.086270800|Aerial|Autossustentável|41.640000000|41.640000000|PT304|LOC0000000001795325|Poste|-29.755420700|-57.085840300|EQP0000000002568397|RSUGNFOSC-66|LOC0000000001795495|Poste|PT389|-29.755615800|-57.086339600|EQP0000000002587828|RSUGNHUB-65|LOC0000000001797182|Poste|PT1234|-29.755420900|-57.084722400|ROT0000000002085939|PT301 >> PT304|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002627415|PT304|LOC0000000001795325|Poste|-29.755420700|-57.085840300|Aerial|Autossustentável|25.430000000|25.430000000|PT303|LOC0000000001795323|Poste|-29.755421200|-57.085577400|EQP0000000002568397|RSUGNFOSC-66|LOC0000000001795495|Poste|PT389|-29.755615800|-57.086339600|EQP0000000002587828|RSUGNHUB-65|LOC0000000001797182|Poste|PT1234|-29.755420900|-57.084722400|ROT0000000002085416|PT304 >> PT303|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002627415|PT303|LOC0000000001795323|Poste|-29.755421200|-57.085577400|Aerial|Autossustentável|27.090000000|27.090000000|PT298|LOC0000000001795313|Poste|-29.755421700|-57.085297300|EQP0000000002568397|RSUGNFOSC-66|LOC0000000001795495|Poste|PT389|-29.755615800|-57.086339600|EQP0000000002587828|RSUGNHUB-65|LOC0000000001797182|Poste|PT1234|-29.755420900|-57.084722400|ROT0000000002085417|PT303 >> PT298|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002627415|PT297|LOC0000000001795311|Poste|-29.755422200|-57.085005600|Aerial|Autossustentável|27.390000000|27.390000000|PT1234|LOC0000000001797182|Poste|-29.755420900|-57.084722400|EQP0000000002568397|RSUGNFOSC-66|LOC0000000001795495|Poste|PT389|-29.755615800|-57.086339600|EQP0000000002587828|RSUGNHUB-65|LOC0000000001797182|Poste|PT1234|-29.755420900|-57.084722400|ROT0000000002085994|PT297 >> PT1234|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002803077|PT1433|LOC0000000001797580|Poste|-29.752413900|-57.072919900|Aerial|Autossustentável|38.360000000|38.360000000|PT1430|LOC0000000001797574|Poste|-29.752410700|-57.072523300|EQP0000000002790570|I01G0598|LOC0000000001797474|Poste|PT1380|-29.751665000|-57.073589500|EQP0000000002790887|I01G0597|LOC0000000001797574|Poste|PT1430|-29.752410700|-57.072523300|ROT0000000002011198|PT1433 >> PT1430|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002803077|PT1378|LOC0000000001797470|Poste|-29.752303400|-57.073569400|Aerial|Autossustentável|35.560000000|35.560000000|PT1381|LOC0000000001797476|Poste|-29.751982700|-57.073579500|EQP0000000002790570|I01G0598|LOC0000000001797474|Poste|PT1380|-29.751665000|-57.073589500|EQP0000000002790887|I01G0597|LOC0000000001797574|Poste|PT1430|-29.752410700|-57.072523300|ROT0000000002010954|PT1378 >> PT1381|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002803077|PT1432|LOC0000000001797578|Poste|-29.752415900|-57.073171000|Aerial|Autossustentável|24.290000000|24.290000000|PT1433|LOC0000000001797580|Poste|-29.752413900|-57.072919900|EQP0000000002790570|I01G0598|LOC0000000001797474|Poste|PT1380|-29.751665000|-57.073589500|EQP0000000002790887|I01G0597|LOC0000000001797574|Poste|PT1430|-29.752410700|-57.072523300|ROT0000000002011181|PT1432 >> PT1433|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002803077|PT1427|LOC0000000001797568|Poste|-29.752418800|-57.073522700|Aerial|Autossustentável|34.020000000|34.020000000|PT1432|LOC0000000001797578|Poste|-29.752415900|-57.073171000|EQP0000000002790570|I01G0598|LOC0000000001797474|Poste|PT1380|-29.751665000|-57.073589500|EQP0000000002790887|I01G0597|LOC0000000001797574|Poste|PT1430|-29.752410700|-57.072523300|ROT0000000002011160|PT1427 >> PT1432|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002803077|PT1381|LOC0000000001797476|Poste|-29.751982700|-57.073579500|Aerial|Autossustentável|35.230000000|35.230000000|PT1380|LOC0000000001797474|Poste|-29.751665000|-57.073589500|EQP0000000002790570|I01G0598|LOC0000000001797474|Poste|PT1380|-29.751665000|-57.073589500|EQP0000000002790887|I01G0597|LOC0000000001797574|Poste|PT1430|-29.752410700|-57.072523300|ROT0000000002010979|PT1381 >> PT1380|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002803077|PT1378|LOC0000000001797470|Poste|-29.752303400|-57.073569400|Aerial|Autossustentável|13.570000000|13.570000000|PT1427|LOC0000000001797568|Poste|-29.752418800|-57.073522700|EQP0000000002790570|I01G0598|LOC0000000001797474|Poste|PT1380|-29.751665000|-57.073589500|EQP0000000002790887|I01G0597|LOC0000000001797574|Poste|PT1430|-29.752410700|-57.072523300|ROT0000000002790283|PT1378 >> PT1427|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002258361|PT504|LOC0000000001795725|Poste|-29.763695200|-57.076612700|Aerial|Autossustentável|128.190000000|128.190000000|PT508|LOC0000000001795733|Poste|-29.762538900|-57.076630000|EQP0000000002258301|I01G01020|LOC0000000001795733|Poste|PT508|-29.762538900|-57.076630000|EQP0000000002258247|I01G01019|LOC0000000001795725|Poste|PT504|-29.763695200|-57.076612700|ROT0000000002258360|PT504 >> PT508|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002100189|PT3037|LOC0000000001800790|Poste|-29.761198700|-57.100877000|Aerial|Autossustentável|22.880000000|22.880000000|PT2694|LOC0000000001800103|Poste|-29.761069900|-57.100692100|EQP0000000002099899|I01G01931|LOC0000000001800794|Poste|PT3039|-29.761204700|-57.101623400|EQP0000000002100012|I01G01930|LOC0000000001800101|Poste|PT2693|-29.760543500|-57.100705600|ROT0000000002100183|PT3037 >> PT2694|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002100189|PT2695|LOC0000000001800105|Poste|-29.760872900|-57.100697300|Aerial|Autossustentável|21.840000000|21.840000000|PT2694|LOC0000000001800103|Poste|-29.761069900|-57.100692100|EQP0000000002099899|I01G01931|LOC0000000001800794|Poste|PT3039|-29.761204700|-57.101623400|EQP0000000002100012|I01G01930|LOC0000000001800101|Poste|PT2693|-29.760543500|-57.100705600|ROT0000000002100185|PT2695 >> PT2694|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002100189|PT3040|LOC0000000001800796|Poste|-29.761201300|-57.101201800|Aerial|Autossustentável|31.410000000|31.410000000|PT3037|LOC0000000001800790|Poste|-29.761198700|-57.100877000|EQP0000000002099899|I01G01931|LOC0000000001800794|Poste|PT3039|-29.761204700|-57.101623400|EQP0000000002100012|I01G01930|LOC0000000001800101|Poste|PT2693|-29.760543500|-57.100705600|ROT0000000002100187|PT3040 >> PT3037|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002100189|PT3039|LOC0000000001800794|Poste|-29.761204700|-57.101623400|Aerial|Autossustentável|40.780000000|40.780000000|PT3040|LOC0000000001800796|Poste|-29.761201300|-57.101201800|EQP0000000002099899|I01G01931|LOC0000000001800794|Poste|PT3039|-29.761204700|-57.101623400|EQP0000000002100012|I01G01930|LOC0000000001800101|Poste|PT2693|-29.760543500|-57.100705600|ROT0000000002100186|PT3039 >> PT3040|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002100189|PT2693|LOC0000000001800101|Poste|-29.760543500|-57.100705600|Aerial|Autossustentável|39.840000000|39.880000000|PT2695|LOC0000000001800105|Poste|-29.760872900|-57.100697300|EQP0000000002099899|I01G01931|LOC0000000001800794|Poste|PT3039|-29.761204700|-57.101623400|EQP0000000002100012|I01G01930|LOC0000000001800101|Poste|PT2693|-29.760543500|-57.100705600|ROT0000000002100184|PT2693 >> PT2695|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002098895|PT483|LOC0000000001795683|Poste|-29.756992900|-57.085631200|Aerial|Autossustentável|28.330000000|28.330000000|PT482|LOC0000000001795681|Poste|-29.756989100|-57.085338300|EQP0000000002098350|I01G01784|LOC0000000001795683|Poste|PT483|-29.756992900|-57.085631200|EQP0000000002098405|I01G01783|LOC0000000001795671|Poste|PT477|-29.756984900|-57.085027100|ROT0000000002085450|PT483 >> PT482|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002098895|PT482|LOC0000000001795681|Poste|-29.756989100|-57.085338300|Aerial|Autossustentável|30.100000000|30.100000000|PT477|LOC0000000001795671|Poste|-29.756984900|-57.085027100|EQP0000000002098350|I01G01784|LOC0000000001795683|Poste|PT483|-29.756992900|-57.085631200|EQP0000000002098405|I01G01783|LOC0000000001795671|Poste|PT477|-29.756984900|-57.085027100|ROT0000000002086113|PT482 >> PT477|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002098315|PT3017|LOC0000000001800750|Poste|-29.759902500|-57.095869100|Aerial|Autossustentável|98.020000000|98.020000000|PT3018|LOC0000000001800752|Poste|-29.759882700|-57.094862800|EQP0000000002098018|I01G01994|LOC0000000001800752|Poste|PT3018|-29.759882700|-57.094862800|EQP0000000002097991|I01G01993|LOC0000000001800750|Poste|PT3017|-29.759902500|-57.095869100|ROT0000000002026296|PT3017 >> PT3018|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000038123639|PT4242|LOC0000000002409547|Poste|-29.758532800|-57.086031200|Aerial|Autossustentável|33.460000000|33.460000000|PT4267|LOC0000000004771854|Poste|-29.758521600|-57.085685500|EQP0000000002409589|RSUGNHUB-83|LOC0000000002409547|Poste|PT4242|-29.758532800|-57.086031200|EQP0000000038123189|I01GPF2049|LOC0000000002196604|MDU|2788(2)_97501710|-29.758565800|-57.085392000|ROT0000000004771968|PT4242 >> PT4267|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000014422987|PT3494|LOC0000000001801704|Poste|-29.774952800|-57.087711100|Aerial|Autossustentável|43.120000000|43.120000000|PT3522|LOC0000000001801760|Poste|-29.774563900|-57.087719700|EQP0000000002123886|RSUGNHUB-06|LOC0000000001801704|Poste|PT3494|-29.774952800|-57.087711100|EQP0000000014422049|I01GP310|LOC0000000002221888|MDU|3923_97502875|-29.774716000|-57.087610500|ROT0000000002091046|PT3494 >> PT3522|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000016121425|PT1502|LOC0000000001797718|Poste|-29.749774500|-57.084419100|Aerial|Autossustentável|28.820000000|28.820000000|PT1501|LOC0000000001797716|Poste|-29.749757900|-57.084121800|EQP0000000002632788|RSUGNHUB-45|LOC0000000001797716|Poste|PT1501|-29.749757900|-57.084121800|EQP0000000016121397|I01GP1277|LOC0000000002192400|MDU|2916_97501614|-29.749878700|-57.084283400|ROT0000000002017621|PT1502 >> PT1501|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002098938|PT1197|LOC0000000001797108|Poste|-29.757359200|-57.084728600|Aerial|Autossustentável|35.690000000|35.690000000|PT1200|LOC0000000001797114|Poste|-29.757037300|-57.084723600|EQP0000000002098518|I01G01781|LOC0000000001797120|Poste|PT1203|-29.757852700|-57.084728300|EQP0000000002098572|I01G01780|LOC0000000001797124|Poste|PT1205|-29.756448600|-57.084741500|ROT0000000002086100|PT1197 >> PT1200|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002098938|PT1198|LOC0000000001797110|Poste|-29.757600800|-57.084728500|Aerial|Autossustentável|26.780000000|26.780000000|PT1197|LOC0000000001797108|Poste|-29.757359200|-57.084728600|EQP0000000002098518|I01G01781|LOC0000000001797120|Poste|PT1203|-29.757852700|-57.084728300|EQP0000000002098572|I01G01780|LOC0000000001797124|Poste|PT1205|-29.756448600|-57.084741500|ROT0000000002049409|PT1198 >> PT1197|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
CBL0000000002098938|PT1203|LOC0000000001797120|Poste|-29.757852700|-57.084728300|Aerial|Autossustentável|27.920000000|27.920000000|PT1198|LOC0000000001797110|Poste|-29.757600800|-57.084728500|EQP0000000002098518|I01G01781|LOC0000000001797120|Poste|PT1203|-29.757852700|-57.084728300|EQP0000000002098572|I01G01780|LOC0000000001797124|Poste|PT1205|-29.756448600|-57.084741500|ROT0000000002049381|PT1203 >> PT1198|RS|URUGUAIANA|RSUGN_G1I01|BARRAMENTO
