IDENTIFICADOR_UNICO_CABO|LOCAL_TRACADO_INICIAL|UUID_LOCAL_TRACADO_INICIAL|TIPO_LOCAL_TRACADO_INICIAL|LATITUDE_INICIAL|LONGITUDE_INICIAL|TIPO_TRACADO|SUBTIPO_TRACADO|COMPRIMENTO_GEOM_M_TRACADO|COMPRIMENTO_M_TRACADO|LOCAL_TRACADO_FINAL|UUID_LOCAL_TRACADO_FINAL|TIPO_LOCAL_TRACADO_FINAL|LATITUDE_FINAL|LONGITUDE_FINAL|UUID_EQUIPAMENTO_INICIAL|NOME_EQUIPAMENTO_INICIAL|UID_PI_EQUP_INICIAL|TIPO_PI_EQUP_INICIAL|NAME_PI_EQUP_INICIAL|LATITUDE_EQUP_INICIAL|LONGITUDE_EQUP_INICIAL|UUID_DO_EQUIPAMENTO_FINAL|NOME_EQUIPAMENTO_FINAL|UID_PI_EQUP_FINAL|TIPO_PI_EQUP_FINAL|NAME_PI_EQUP_FINAL|LATITUDE_EQUP_FINAL|LONGITUDE_EQUP_FINAL|UUID_TRACADO|TRACADO_ETIQUETA|UF|MUNICIPIO|ARMARIO|TIPO_REDE
CBL0000000021278786|79488|LOC0000000011684074|Poste|-28.259162000|-48.694315900|Aerial|Cordoalha|34.520000000|34.520000000|79485|LOC0000000011684071|Poste|-28.259355300|-48.694040100|EQP0000000011990763|I01G01684|LOC0000000011616347|Poste|79501|-28.259720600|-48.694013400|EQP0000000011990764|I01G01683|LOC0000000011621843|Poste|79497|-28.258866200|-48.694808200|ROT0000000021374705|79488 >> 79485|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021278786|79485|LOC0000000011684071|Poste|-28.259355300|-48.694040100|Aerial|Cordoalha|26.940000000|26.940000000|79484|LOC0000000011684070|Poste|-28.259496900|-48.693816900|EQP0000000011990763|I01G01684|LOC0000000011616347|Poste|79501|-28.259720600|-48.694013400|EQP0000000011990764|I01G01683|LOC0000000011621843|Poste|79497|-28.258866200|-48.694808200|ROT0000000021374706|79485 >> 79484|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021278786|79496|LOC0000000011684080|Poste|-28.259171800|-48.694531600|Aerial|Cordoalha|21.190000000|21.190000000|79488|LOC0000000011684074|Poste|-28.259162000|-48.694315900|EQP0000000011990763|I01G01684|LOC0000000011616347|Poste|79501|-28.259720600|-48.694013400|EQP0000000011990764|I01G01683|LOC0000000011621843|Poste|79497|-28.258866200|-48.694808200|ROT0000000021373552|79496 >> 79488|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021278786|79497|LOC0000000011621843|Poste|-28.258866200|-48.694808200|Aerial|Cordoalha|43.400000000|43.400000000|79496|LOC0000000011684080|Poste|-28.259171800|-48.694531600|EQP0000000011990763|I01G01684|LOC0000000011616347|Poste|79501|-28.259720600|-48.694013400|EQP0000000011990764|I01G01683|LOC0000000011621843|Poste|79497|-28.258866200|-48.694808200|ROT0000000021373551|79497 >> 79496|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021278786|79484|LOC0000000011684070|Poste|-28.259496900|-48.693816900|Aerial|Cordoalha|31.410000000|31.410000000|79501|LOC0000000011616347|Poste|-28.259720600|-48.694013400|EQP0000000011990763|I01G01684|LOC0000000011616347|Poste|79501|-28.259720600|-48.694013400|EQP0000000011990764|I01G01683|LOC0000000011621843|Poste|79497|-28.258866200|-48.694808200|ROT0000000021373547|79484 >> 79501|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021282114|77425|LOC0000000011689314|Poste|-28.218273400|-48.671171100|Aerial|Cordoalha|28.440000000|28.440000000|77334|LOC0000000011690044|Poste|-28.218179500|-48.670901500|EQP0000000011991089|I01G0094|LOC0000000011624127|Poste|77336|-28.217628300|-48.670367900|EQP0000000011991090|I01G0096|LOC0000000011622039|Poste|77330|-28.217826900|-48.671335600|ROT0000000021368777|77425 >> 77334|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021282114|77330|LOC0000000011622039|Poste|-28.217826900|-48.671335600|Aerial|Cordoalha|30.120000000|30.120000000|77424|LOC0000000011689313|Poste|-28.218089100|-48.671416500|EQP0000000011991089|I01G0094|LOC0000000011624127|Poste|77336|-28.217628300|-48.670367900|EQP0000000011991090|I01G0096|LOC0000000011622039|Poste|77330|-28.217826900|-48.671335600|ROT0000000021368775|77330 >> 77424|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021282114|77335|LOC0000000011690045|Poste|-28.217873600|-48.670608100|Aerial|Cordoalha|35.990000000|35.990000000|77336|LOC0000000011624127|Poste|-28.217628300|-48.670367900|EQP0000000011991089|I01G0094|LOC0000000011624127|Poste|77336|-28.217628300|-48.670367900|EQP0000000011991090|I01G0096|LOC0000000011622039|Poste|77330|-28.217826900|-48.671335600|ROT0000000021368779|77335 >> 77336|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021282114|77424|LOC0000000011689313|Poste|-28.218089100|-48.671416500|Aerial|Cordoalha|31.580000000|31.580000000|77425|LOC0000000011689314|Poste|-28.218273400|-48.671171100|EQP0000000011991089|I01G0094|LOC0000000011624127|Poste|77336|-28.217628300|-48.670367900|EQP0000000011991090|I01G0096|LOC0000000011622039|Poste|77330|-28.217826900|-48.671335600|ROT0000000021368776|77424 >> 77425|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021282114|77334|LOC0000000011690044|Poste|-28.218179500|-48.670901500|Aerial|Cordoalha|44.480000000|44.480000000|77335|LOC0000000011690045|Poste|-28.217873600|-48.670608100|EQP0000000011991089|I01G0094|LOC0000000011624127|Poste|77336|-28.217628300|-48.670367900|EQP0000000011991090|I01G0096|LOC0000000011622039|Poste|77330|-28.217826900|-48.671335600|ROT0000000021368778|77334 >> 77335|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021280475|78171|LOC0000000011687347|Poste|-28.236460700|-48.673721400|Aerial|Cordoalha|32.080000000|32.080000000|78170|LOC0000000011687346|Poste|-28.236284100|-48.673462400|EQP0000000011991003|I01G0494|LOC0000000011626338|Poste|78158|-28.235692300|-48.672561200|EQP0000000011991004|I01G0493|LOC0000000011616240|Poste|78172|-28.236626900|-48.673965100|ROT0000000021376296|78171 >> 78170|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021280475|78168|LOC0000000011687344|Poste|-28.235919300|-48.672927500|Aerial|Cordoalha|43.880000000|43.880000000|78158|LOC0000000011626338|Poste|-28.235692300|-48.672561200|EQP0000000011991003|I01G0494|LOC0000000011626338|Poste|78158|-28.235692300|-48.672561200|EQP0000000011991004|I01G0493|LOC0000000011616240|Poste|78172|-28.236626900|-48.673965100|ROT0000000021376299|78168 >> 78158|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021280475|78170|LOC0000000011687346|Poste|-28.236284100|-48.673462400|Aerial|Cordoalha|29.500000000|29.500000000|78169|LOC0000000011687345|Poste|-28.236121700|-48.673224300|EQP0000000011991003|I01G0494|LOC0000000011626338|Poste|78158|-28.235692300|-48.672561200|EQP0000000011991004|I01G0493|LOC0000000011616240|Poste|78172|-28.236626900|-48.673965100|ROT0000000021376297|78170 >> 78169|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021280475|78171|LOC0000000011687347|Poste|-28.236460700|-48.673721400|Aerial|Cordoalha|30.190000000|30.190000000|78172|LOC0000000011616240|Poste|-28.236626900|-48.673965100|EQP0000000011991003|I01G0494|LOC0000000011626338|Poste|78158|-28.235692300|-48.672561200|EQP0000000011991004|I01G0493|LOC0000000011616240|Poste|78172|-28.236626900|-48.673965100|ROT0000000021376295|78171 >> 78172|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021280475|78169|LOC0000000011687345|Poste|-28.236121700|-48.673224300|Aerial|Cordoalha|36.770000000|36.770000000|78168|LOC0000000011687344|Poste|-28.235919300|-48.672927500|EQP0000000011991003|I01G0494|LOC0000000011626338|Poste|78158|-28.235692300|-48.672561200|EQP0000000011991004|I01G0493|LOC0000000011616240|Poste|78172|-28.236626900|-48.673965100|ROT0000000021376298|78169 >> 78168|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021278641|79627|LOC0000000011685490|Poste|-28.266121700|-48.704415800|Aerial|Cordoalha|32.980000000|32.980000000|79599|LOC0000000011685202|Poste|-28.265966800|-48.704702800|EQP0000000011990774|I01G01445|LOC0000000011613042|Poste|79592|-28.266043600|-48.705852100|EQP0000000012009695|I01G01444|LOC0000000011623151|Poste|79625|-28.266304000|-48.704084100|ROT0000000021374594|79627 >> 79599|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021278641|79595|LOC0000000011685198|Poste|-28.265698600|-48.705321600|Aerial|Cordoalha|34.980000000|34.980000000|79594|LOC0000000011685197|Poste|-28.265886600|-48.705608000|EQP0000000011990774|I01G01445|LOC0000000011613042|Poste|79592|-28.266043600|-48.705852100|EQP0000000012009695|I01G01444|LOC0000000011623151|Poste|79625|-28.266304000|-48.704084100|ROT0000000021374123|79595 >> 79594|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021278641|79594|LOC0000000011685197|Poste|-28.265886600|-48.705608000|Aerial|Cordoalha|29.600000000|29.600000000|79592|LOC0000000011613042|Poste|-28.266043600|-48.705852100|EQP0000000011990774|I01G01445|LOC0000000011613042|Poste|79592|-28.266043600|-48.705852100|EQP0000000012009695|I01G01444|LOC0000000011623151|Poste|79625|-28.266304000|-48.704084100|ROT0000000021374124|79594 >> 79592|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021278641|79598|LOC0000000011685201|Poste|-28.265810400|-48.704993200|Aerial|Cordoalha|34.520000000|34.520000000|79595|LOC0000000011685198|Poste|-28.265698600|-48.705321600|EQP0000000011990774|I01G01445|LOC0000000011613042|Poste|79592|-28.266043600|-48.705852100|EQP0000000012009695|I01G01444|LOC0000000011623151|Poste|79625|-28.266304000|-48.704084100|ROT0000000021374596|79598 >> 79595|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021278641|79599|LOC0000000011685202|Poste|-28.265966800|-48.704702800|Aerial|Cordoalha|33.350000000|33.350000000|79598|LOC0000000011685201|Poste|-28.265810400|-48.704993200|EQP0000000011990774|I01G01445|LOC0000000011613042|Poste|79592|-28.266043600|-48.705852100|EQP0000000012009695|I01G01444|LOC0000000011623151|Poste|79625|-28.266304000|-48.704084100|ROT0000000021374595|79599 >> 79598|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021278641|79627|LOC0000000011685490|Poste|-28.266121700|-48.704415800|Aerial|Cordoalha|38.310000000|38.310000000|79625|LOC0000000011623151|Poste|-28.266304000|-48.704084100|EQP0000000011990774|I01G01445|LOC0000000011613042|Poste|79592|-28.266043600|-48.705852100|EQP0000000012009695|I01G01444|LOC0000000011623151|Poste|79625|-28.266304000|-48.704084100|ROT0000000021374593|79627 >> 79625|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000149481227|78456|LOC0000000011685976|Poste|-28.239234800|-48.667752700|Aerial|Cordoalha|33.750000000|33.750000000|78476|LOC0000000011686246|Poste|-28.239482400|-48.667552400|EQP0000000011990857|CAIXA DE EMENDA GENERICA 31|LOC0000000011614626|Poste|78478|-28.239864600|-48.667409700|EQP0000000149480875|I01GP944-1A|LOC0000000149480644|MDU|NEREU RAMOS (CENTRO) 668 2516|-28.239939700|-48.667715600|ROT0000000021370288|78456 >> 78476|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000149481227|78455|LOC0000000011625099|Poste|-28.239219100|-48.667845500|Aerial|Cordoalha|9.270000000|9.270000000|78456|LOC0000000011685976|Poste|-28.239234800|-48.667752700|EQP0000000011990857|CAIXA DE EMENDA GENERICA 31|LOC0000000011614626|Poste|78478|-28.239864600|-48.667409700|EQP0000000149480875|I01GP944-1A|LOC0000000149480644|MDU|NEREU RAMOS (CENTRO) 668 2516|-28.239939700|-48.667715600|ROT0000000021370287|78455 >> 78456|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000149481227|78454|LOC0000000011619668|Poste|-28.239346700|-48.668049100|Aerial|Cordoalha|24.480000000|24.480000000|78455|LOC0000000011625099|Poste|-28.239219100|-48.667845500|EQP0000000011990857|CAIXA DE EMENDA GENERICA 31|LOC0000000011614626|Poste|78478|-28.239864600|-48.667409700|EQP0000000149480875|I01GP944-1A|LOC0000000149480644|MDU|NEREU RAMOS (CENTRO) 668 2516|-28.239939700|-48.667715600|ROT0000000021370282|78454 >> 78455|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000149481227|78478|LOC0000000011614626|Poste|-28.239864600|-48.667409700|Aerial|Cordoalha|14.950000000|14.950000000|78477|LOC0000000011686247|Poste|-28.239739600|-48.667352300|EQP0000000011990857|CAIXA DE EMENDA GENERICA 31|LOC0000000011614626|Poste|78478|-28.239864600|-48.667409700|EQP0000000149480875|I01GP944-1A|LOC0000000149480644|MDU|NEREU RAMOS (CENTRO) 668 2516|-28.239939700|-48.667715600|ROT0000000021372488|78478 >> 78477|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000149481227|78476|LOC0000000011686246|Poste|-28.239482400|-48.667552400|Aerial|Cordoalha|34.610000000|34.610000000|78477|LOC0000000011686247|Poste|-28.239739600|-48.667352300|EQP0000000011990857|CAIXA DE EMENDA GENERICA 31|LOC0000000011614626|Poste|78478|-28.239864600|-48.667409700|EQP0000000149480875|I01GP944-1A|LOC0000000149480644|MDU|NEREU RAMOS (CENTRO) 668 2516|-28.239939700|-48.667715600|ROT0000000021370289|78476 >> 78477|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021280405|78527|LOC0000000011686802|Poste|-28.242467900|-48.666071400|Aerial|Cordoalha|43.850000000|43.850000000|78526|LOC0000000011686801|Poste|-28.242704600|-48.666429400|EQP0000000011990945|I01G0840|LOC0000000011621636|Poste|78521|-28.242821400|-48.666788000|EQP0000000012009712|I01G0838|LOC0000000011613032|Poste|78765|-28.241588600|-48.664722800|ROT0000000021371917|78527 >> 78526|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021280405|78769|LOC0000000011684881|Poste|-28.241746800|-48.664979000|Aerial|Cordoalha|30.650000000|30.650000000|78765|LOC0000000011613032|Poste|-28.241588600|-48.664722800|EQP0000000011990945|I01G0840|LOC0000000011621636|Poste|78521|-28.242821400|-48.666788000|EQP0000000012009712|I01G0838|LOC0000000011613032|Poste|78765|-28.241588600|-48.664722800|ROT0000000021371924|78769 >> 78765|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021280405|78526|LOC0000000011686801|Poste|-28.242704600|-48.666429400|Aerial|Cordoalha|37.500000000|37.500000000|78521|LOC0000000011621636|Poste|-28.242821400|-48.666788000|EQP0000000011990945|I01G0840|LOC0000000011621636|Poste|78521|-28.242821400|-48.666788000|EQP0000000012009712|I01G0838|LOC0000000011613032|Poste|78765|-28.241588600|-48.664722800|ROT0000000021371918|78526 >> 78521|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021280405|78770|LOC0000000011684882|Poste|-28.241893800|-48.665215600|Aerial|Cordoalha|28.370000000|28.370000000|78769|LOC0000000011684881|Poste|-28.241746800|-48.664979000|EQP0000000011990945|I01G0840|LOC0000000011621636|Poste|78521|-28.242821400|-48.666788000|EQP0000000012009712|I01G0838|LOC0000000011613032|Poste|78765|-28.241588600|-48.664722800|ROT0000000021371923|78770 >> 78769|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021280405|78529|LOC0000000011686804|Poste|-28.242109600|-48.665529300|Aerial|Cordoalha|38.980000000|38.980000000|78770|LOC0000000011684882|Poste|-28.241893800|-48.665215600|EQP0000000011990945|I01G0840|LOC0000000011621636|Poste|78521|-28.242821400|-48.666788000|EQP0000000012009712|I01G0838|LOC0000000011613032|Poste|78765|-28.241588600|-48.664722800|ROT0000000021376244|78529 >> 78770|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021280405|78528|LOC0000000011686803|Poste|-28.242270200|-48.665772200|Aerial|Cordoalha|36.640000000|36.640000000|78527|LOC0000000011686802|Poste|-28.242467900|-48.666071400|EQP0000000011990945|I01G0840|LOC0000000011621636|Poste|78521|-28.242821400|-48.666788000|EQP0000000012009712|I01G0838|LOC0000000011613032|Poste|78765|-28.241588600|-48.664722800|ROT0000000021371916|78528 >> 78527|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021280405|78529|LOC0000000011686804|Poste|-28.242109600|-48.665529300|Aerial|Cordoalha|29.750000000|29.750000000|78528|LOC0000000011686803|Poste|-28.242270200|-48.665772200|EQP0000000011990945|I01G0840|LOC0000000011621636|Poste|78521|-28.242821400|-48.666788000|EQP0000000012009712|I01G0838|LOC0000000011613032|Poste|78765|-28.241588600|-48.664722800|ROT0000000021371915|78529 >> 78528|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021274933|78882|LOC0000000011686265|Poste|-28.239753600|-48.669074600|Aerial|Cordoalha|19.250000000|19.250000000|PONTOINTERESSE11|LOC0000000011608787|Indefinido|-28.239640500|-48.668925800|EQP0000000011990820|CAIXA DE EMENDA GENERICA 28|LOC0000000011617765|Poste|78881|-28.239924700|-48.669347400|EQP0000000011990835|I01GPF953|LOC0000000011608787|Ponto de Interesse|PONTOINTERESSE11|-28.239640500|-48.668925800|ROT0000000021371906|78882 >> OUTROS11|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021274933|78881|LOC0000000011617765|Poste|-28.239924700|-48.669347400|Aerial|Cordoalha|32.810000000|32.810000000|78882|LOC0000000011686265|Poste|-28.239753600|-48.669074600|EQP0000000011990820|CAIXA DE EMENDA GENERICA 28|LOC0000000011617765|Poste|78881|-28.239924700|-48.669347400|EQP0000000011990835|I01GPF953|LOC0000000011608787|Ponto de Interesse|PONTOINTERESSE11|-28.239640500|-48.668925800|ROT0000000021371905|78881 >> 78882|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021273326|80335|LOC0000000011618060|Poste|-28.269183400|-48.692350900|Aerial|Cordoalha|24.390000000|24.390000000|80336|LOC0000000011684417|Poste|-28.269329700|-48.692165200|EQP0000000012007200|CAIXA DE EMENDA GENERICA 25|LOC0000000011619681|Poste|80333|-28.268724700|-48.692948200|EQP0000000011990807|I01GP1242|LOC0000000011974283|MDU|ESTRELA 1038 SRV1|-28.269532800|-48.692201600|ROT0000000021371366|80335 >> 80336|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021273326|80334|LOC0000000011684416|Poste|-28.268975300|-48.692615100|Aerial|Cordoalha|34.700000000|34.700000000|80335|LOC0000000011618060|Poste|-28.269183400|-48.692350900|EQP0000000012007200|CAIXA DE EMENDA GENERICA 25|LOC0000000011619681|Poste|80333|-28.268724700|-48.692948200|EQP0000000011990807|I01GP1242|LOC0000000011974283|MDU|ESTRELA 1038 SRV1|-28.269532800|-48.692201600|ROT0000000021371365|80334 >> 80335|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021273326|80336|LOC0000000011684417|Poste|-28.269329700|-48.692165200|Aerial|Cordoalha|22.790000000|22.790000000|ESTRELA 1038 SRV1|LOC0000000011974283|MDU|-28.269532800|-48.692201600|EQP0000000012007200|CAIXA DE EMENDA GENERICA 25|LOC0000000011619681|Poste|80333|-28.268724700|-48.692948200|EQP0000000011990807|I01GP1242|LOC0000000011974283|MDU|ESTRELA 1038 SRV1|-28.269532800|-48.692201600|ROT0000000396358716|80336 >> ESTRELA 1038 SRV1|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021273326|80333|LOC0000000011619681|Poste|-28.268724700|-48.692948200|Aerial|Cordoalha|42.890000000|42.890000000|80334|LOC0000000011684416|Poste|-28.268975300|-48.692615100|EQP0000000012007200|CAIXA DE EMENDA GENERICA 25|LOC0000000011619681|Poste|80333|-28.268724700|-48.692948200|EQP0000000011990807|I01GP1242|LOC0000000011974283|MDU|ESTRELA 1038 SRV1|-28.269532800|-48.692201600|ROT0000000021371364|80333 >> 80334|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021275266|78078|LOC0000000011689465|Poste|-28.233205300|-48.673731100|Aerial|Cordoalha|28.680000000|28.680000000|78079|LOC0000000011689466|Poste|-28.233289900|-48.673455000|EQP0000000011990949|CAIXA DE EMENDA GENERICA 48|LOC0000000011625098|Poste|78045|-28.232891000|-48.674292100|EQP0000000011990956|I01GPF477|LOC0000000011608786|Ponto de Interesse|PONTOINTERESSE157|-28.233315300|-48.673411700|ROT0000000021372432|78078 >> 78079|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021275266|78079|LOC0000000011689466|Poste|-28.233289900|-48.673455000|Aerial|Cordoalha|5.100000000|5.100000000|PONTOINTERESSE157|LOC0000000011608786|Indefinido|-28.233315300|-48.673411700|EQP0000000011990949|CAIXA DE EMENDA GENERICA 48|LOC0000000011625098|Poste|78045|-28.232891000|-48.674292100|EQP0000000011990956|I01GPF477|LOC0000000011608786|Ponto de Interesse|PONTOINTERESSE157|-28.233315300|-48.673411700|ROT0000000021372436|78079 >> OUTROS157|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021275266|78074|LOC0000000011689461|Poste|-28.233135200|-48.673959700|Aerial|Cordoalha|23.740000000|23.740000000|78078|LOC0000000011689465|Poste|-28.233205300|-48.673731100|EQP0000000011990949|CAIXA DE EMENDA GENERICA 48|LOC0000000011625098|Poste|78045|-28.232891000|-48.674292100|EQP0000000011990956|I01GPF477|LOC0000000011608786|Ponto de Interesse|PONTOINTERESSE157|-28.233315300|-48.673411700|ROT0000000021372431|78074 >> 78078|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021275266|78045|LOC0000000011625098|Poste|-28.232891000|-48.674292100|Aerial|Cordoalha|42.390000000|42.390000000|78074|LOC0000000011689461|Poste|-28.233135200|-48.673959700|EQP0000000011990949|CAIXA DE EMENDA GENERICA 48|LOC0000000011625098|Poste|78045|-28.232891000|-48.674292100|EQP0000000011990956|I01GPF477|LOC0000000011608786|Ponto de Interesse|PONTOINTERESSE157|-28.233315300|-48.673411700|ROT0000000021372430|78045 >> 78074|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021284154|77977|LOC0000000011624259|Poste|-28.231560900|-48.673731500|Aerial|Cordoalha|30.990000000|30.990000000|77938|LOC0000000011690084|Poste|-28.231301600|-48.673613200|EQP0000000011990962|CAIXA DE EMENDA GENERICA 51|LOC0000000011624259|Poste|77977|-28.231560900|-48.673731500|EQP0000000011990993|I01G0448|LOC0000000011617572|Poste|77937|-28.231052700|-48.673499500|ROT0000000021369805|77977 >> 77938|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021284154|77938|LOC0000000011690084|Poste|-28.231301600|-48.673613200|Aerial|Cordoalha|29.760000000|29.760000000|77937|LOC0000000011617572|Poste|-28.231052700|-48.673499500|EQP0000000011990962|CAIXA DE EMENDA GENERICA 51|LOC0000000011624259|Poste|77977|-28.231560900|-48.673731500|EQP0000000011990993|I01G0448|LOC0000000011617572|Poste|77937|-28.231052700|-48.673499500|ROT0000000021369806|77938 >> 77937|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021275003|77370|LOC0000000011690119|Poste|-28.217383400|-48.672955300|Aerial|Cordoalha|16.570000000|16.570000000|PONTOINTERESSE68|LOC0000000011607617|Indefinido|-28.217441500|-48.672799800|EQP0000000012007205|CAIXA DE EMENDA GENERICA 63|LOC0000000011617648|Poste|77413|-28.217352700|-48.672386500|EQP0000000011991092|I01GPF58|LOC0000000011607617|Ponto de Interesse|PONTOINTERESSE68|-28.217441500|-48.672799800|ROT0000000021371950|77370 >> OUTROS68|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021275003|77413|LOC0000000011617648|Poste|-28.217352700|-48.672386500|Aerial|Cordoalha|41.380000000|41.380000000|77369|LOC0000000011690118|Poste|-28.217188800|-48.672765300|EQP0000000012007205|CAIXA DE EMENDA GENERICA 63|LOC0000000011617648|Poste|77413|-28.217352700|-48.672386500|EQP0000000011991092|I01GPF58|LOC0000000011607617|Ponto de Interesse|PONTOINTERESSE68|-28.217441500|-48.672799800|ROT0000000021371948|77413 >> 77369|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021275003|77369|LOC0000000011690118|Poste|-28.217188800|-48.672765300|Aerial|Cordoalha|28.510000000|28.510000000|77370|LOC0000000011690119|Poste|-28.217383400|-48.672955300|EQP0000000012007205|CAIXA DE EMENDA GENERICA 63|LOC0000000011617648|Poste|77413|-28.217352700|-48.672386500|EQP0000000011991092|I01GPF58|LOC0000000011607617|Ponto de Interesse|PONTOINTERESSE68|-28.217441500|-48.672799800|ROT0000000021371949|77369 >> 77370|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021282129|77258|LOC0000000011614585|Poste|-28.214550300|-48.671216700|Aerial|Cordoalha|71.480000000|71.480000000|77255|LOC0000000011689845|Poste|-28.215049700|-48.671677500|EQP0000000011991082|I01G0080|LOC0000000011622875|Poste|77301|-28.215708700|-48.671362000|EQP0000000011991081|I01G0078|LOC0000000011614585|Poste|77258|-28.214550300|-48.671216700|ROT0000000021368789|77258 >> 77255|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021282129|77255|LOC0000000011689845|Poste|-28.215049700|-48.671677500|Aerial|Cordoalha|33.580000000|33.580000000|77254|LOC0000000011689844|Poste|-28.215281400|-48.671897900|EQP0000000011991082|I01G0080|LOC0000000011622875|Poste|77301|-28.215708700|-48.671362000|EQP0000000011991081|I01G0078|LOC0000000011614585|Poste|77258|-28.214550300|-48.671216700|ROT0000000021368790|77255 >> 77254|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021282129|77300|LOC0000000011689930|Poste|-28.215900800|-48.671531000|Aerial|Cordoalha|26.990000000|26.990000000|77301|LOC0000000011622875|Poste|-28.215708700|-48.671362000|EQP0000000011991082|I01G0080|LOC0000000011622875|Poste|77301|-28.215708700|-48.671362000|EQP0000000011991081|I01G0078|LOC0000000011614585|Poste|77258|-28.214550300|-48.671216700|ROT0000000021368794|77300 >> 77301|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021282129|77299|LOC0000000011689929|Poste|-28.216030900|-48.671786000|Aerial|Cordoalha|28.890000000|28.890000000|77300|LOC0000000011689930|Poste|-28.215900800|-48.671531000|EQP0000000011991082|I01G0080|LOC0000000011622875|Poste|77301|-28.215708700|-48.671362000|EQP0000000011991081|I01G0078|LOC0000000011614585|Poste|77258|-28.214550300|-48.671216700|ROT0000000021368793|77299 >> 77300|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000021282129|77299|LOC0000000011689929|Poste|-28.216030900|-48.671786000|Aerial|Cordoalha|33.340000000|33.340000000|77298|LOC0000000011689928|Poste|-28.215827400|-48.672036100|EQP0000000011991082|I01G0080|LOC0000000011622875|Poste|77301|-28.215708700|-48.671362000|EQP0000000011991081|I01G0078|LOC0000000011614585|Poste|77258|-28.214550300|-48.671216700|ROT0000000021369719|77299 >> 77298|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
