IDENTIFICADOR_UNICO_CABO|LOCAL_TRACADO_INICIAL|UUID_LOCAL_TRACADO_INICIAL|TIPO_LOCAL_TRACADO_INICIAL|LATITUDE_INICIAL|LONGITUDE_INICIAL|TIPO_TRACADO|SUBTIPO_TRACADO|COMPRIMENTO_GEOM_M_TRACADO|COMPRIMENTO_M_TRACADO|LOCAL_TRACADO_FINAL|UUID_LOCAL_TRACADO_FINAL|TIPO_LOCAL_TRACADO_FINAL|LATITUDE_FINAL|LONGITUDE_FINAL|UUID_EQUIPAMENTO_INICIAL|NOME_EQUIPAMENTO_INICIAL|UID_PI_EQUP_INICIAL|TIPO_PI_EQUP_INICIAL|NAME_PI_EQUP_INICIAL|LATITUDE_EQUP_INICIAL|LONGITUDE_EQUP_INICIAL|UUID_DO_EQUIPAMENTO_FINAL|NOME_EQUIPAMENTO_FINAL|UID_PI_EQUP_FINAL|TIPO_PI_EQUP_FINAL|NAME_PI_EQUP_FINAL|LATITUDE_EQUP_FINAL|LONGITUDE_EQUP_FINAL|UUID_TRACADO|TRACADO_ETIQUETA|UF|MUNICIPIO|ARMARIO|TIPO_REDE
CBL0000000193388163|||||||||||||||EQP0000000011991135|CAIXA DE EMENDA GENERICA 3|LOC0000000011613004|Poste|77893|-28.229434800|-48.672555600|EQP0000000193387984|I01-SCIMAFOSC-49|LOC0000000011613004|Poste|77893|-28.229434800|-48.672555600|||SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000163609242|||||||||||||||EQP0000000163606650|I01GP589|LOC0000000011968525|MDU|MANOEL FLORENTINO MACHADO (CENTRO) 405,LJ A 8929|-28.238148400|-48.661187200|EQP0000000012008278|I01GP590|LOC0000000011968525|MDU|MANOEL FLORENTINO MACHADO (CENTRO) 405,LJ A 8929|-28.238148400|-48.661187200|||SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193671051|||||||||||||||EQP0000000011990883|CAIXA DE EMENDA GENERICA 36|LOC0000000011617556|Poste|78535|-28.240787200|-48.666495000|EQP0000000193337389|I01-SCIMAFOSC-102|LOC0000000011617556|Poste|78535|-28.240787200|-48.666495000|||SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000107036275|||||||||||||||EQP0000000011991176|I01GP1602|LOC0000000011975938|MDU|LOURIVAL RAMOS-RES DOMICIO DE SOUZA-SN-BL A SN 4726|-28.270436000|-48.696456100|EQP0000000107036247|I01GP1601|LOC0000000011975938|MDU|LOURIVAL RAMOS-RES DOMICIO DE SOUZA-SN-BL A SN 4726|-28.270436000|-48.696456100|||SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193372793|||||||||||||||EQP0000000011990797|CAIXA DE EMENDA GENERICA 24|LOC0000000011618096|Poste|80036|-28.266133300|-48.688468200|EQP0000000193372735|I01-SCIMAHUB-65|LOC0000000011618096|Poste|80036|-28.266133300|-48.688468200|||SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193697223|||||||||||||||EQP0000000012008093|CAIXA DE EMENDA GENERICA 1|LOC0000000011622879|Poste|78884|-28.240103500|-48.669630600|EQP0000000193697067|I01-SCIMAFOSC-121|LOC0000000011622879|Poste|78884|-28.240103500|-48.669630600|||SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000107036333|||||||||||||||EQP0000000012009380|I01GP1604|LOC0000000011976583|MDU|LOURIVAL RAMOS-RES DOMICIO DE SOUZA-SN-BL B SN 4727|-28.270312300|-48.696680000|EQP0000000107036306|I01GP1603|LOC0000000011976583|MDU|LOURIVAL RAMOS-RES DOMICIO DE SOUZA-SN-BL B SN 4727|-28.270312300|-48.696680000|||SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193393512|||||||||||||||EQP0000000011991181|CAIXA DE EMENDA GENERICA 15|LOC0000000011619753|Poste|80545|-28.261929800|-48.689698700|EQP0000000193393506|I01-SCIMAFOSC-2210|LOC0000000011619753|Poste|80545|-28.261929800|-48.689698700|||SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000107049416|||||||||||||||EQP0000000011990925|I01GP639|LOC0000000011976984|MDU|JOAO RIMSA (CENTRO) SN2 6272|-28.238201400|-48.663083500|EQP0000000107049151|I01GP640|LOC0000000011976984|MDU|JOAO RIMSA (CENTRO) SN2 6272|-28.238201400|-48.663083500|||SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193337563|78899|LOC0000000011686277|Poste|-28.241520300|-48.673184800|Aerial|Autossustentável|45.000000000|45.000000000|78997|LOC0000000011687404|Poste|-28.241768300|-48.673263300|EQP0000000193336560|I01G0814|LOC0000000011684051|Poste|79083|-28.241676000|-48.669897800|EQP0000000193337025|I01G0813|LOC0000000011687404|Poste|78997|-28.241768300|-48.673263300|ROT0000000193337455|78899 >> 78997|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193337563|79084|LOC0000000011684052|Poste|-28.241850500|-48.670167300|Aerial|Autossustentável|43.260000000|43.260000000|79044|LOC0000000011683477|Poste|-28.241711400|-48.670465100|EQP0000000193336560|I01G0814|LOC0000000011684051|Poste|79083|-28.241676000|-48.669897800|EQP0000000193337025|I01G0813|LOC0000000011687404|Poste|78997|-28.241768300|-48.673263300|ROT0000000193336555|79084 >> 79044|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193337563|79084|LOC0000000011684052|Poste|-28.241850500|-48.670167300|Aerial|Autossustentável|32.760000000|32.760000000|79083|LOC0000000011684051|Poste|-28.241676000|-48.669897800|EQP0000000193336560|I01G0814|LOC0000000011684051|Poste|79083|-28.241676000|-48.669897800|EQP0000000193337025|I01G0813|LOC0000000011687404|Poste|78997|-28.241768300|-48.673263300|ROT0000000193336554|79084 >> 79083|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193337563|79044|LOC0000000011683477|Poste|-28.241711400|-48.670465100|Aerial|Autossustentável|29.930000000|29.930000000|79045|LOC0000000011683478|Poste|-28.241492000|-48.670643000|EQP0000000193336560|I01G0814|LOC0000000011684051|Poste|79083|-28.241676000|-48.669897800|EQP0000000193337025|I01G0813|LOC0000000011687404|Poste|78997|-28.241768300|-48.673263300|ROT0000000193336690|79044 >> 79045|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193337563|79020|LOC0000000011683201|Poste|-28.241223900|-48.670860400|Aerial|Autossustentável|37.550000000|37.550000000|78890|LOC0000000011686269|Poste|-28.240955900|-48.671094500|EQP0000000193336560|I01G0814|LOC0000000011684051|Poste|79083|-28.241676000|-48.669897800|EQP0000000193337025|I01G0813|LOC0000000011687404|Poste|78997|-28.241768300|-48.673263300|ROT0000000193337454|79020 >> 78890|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193400109|77893|LOC0000000011613004|Poste|-28.229434800|-48.672555600|Aerial|Autossustentável|10.340000000|10.340000000|77867|LOC0000000011689895|Poste|-28.229381900|-48.672596900|EQP0000000193387984|I01-SCIMAFOSC-49|LOC0000000011613004|Poste|77893|-28.229434800|-48.672555600|EQP0000000193399756|I01G0392|LOC0000000011689894|Poste|77866|-28.229256500|-48.672856200|ROT0000000193399755|77893 >> 77867|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193338687|79507|LOC0000000011684353|Poste|-28.260207900|-48.694673000|Aerial|Autossustentável|37.100000000|37.100000000|79508|LOC0000000011684354|Poste|-28.260422400|-48.694963300|EQP0000000193337981|I01G01679|LOC0000000011684083|Poste|79500|-28.259905600|-48.694263900|EQP0000000193338010|I01G01678|LOC0000000011684354|Poste|79508|-28.260422400|-48.694963300|ROT0000000193338009|79507 >> 79508|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193338687|79500|LOC0000000011684083|Poste|-28.259905600|-48.694263900|Aerial|Autossustentável|52.290000000|52.290000000|79507|LOC0000000011684353|Poste|-28.260207900|-48.694673000|EQP0000000193337981|I01G01679|LOC0000000011684083|Poste|79500|-28.259905600|-48.694263900|EQP0000000193338010|I01G01678|LOC0000000011684354|Poste|79508|-28.260422400|-48.694963300|ROT0000000193338008|79500 >> 79507|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193337453|79065|LOC0000000011683768|Poste|-28.241994200|-48.670233900|Aerial|Autossustentável|23.300000000|23.300000000|79084|LOC0000000011684052|Poste|-28.241850500|-48.670167300|EQP0000000193336221|I01G0815|LOC0000000011686021|Poste|79270|-28.242829900|-48.670227500|EQP0000000193336560|I01G0814|LOC0000000011684051|Poste|79083|-28.241676000|-48.669897800|ROT0000000193336553|79065 >> 79084|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193337453|79084|LOC0000000011684052|Poste|-28.241850500|-48.670167300|Aerial|Autossustentável|32.760000000|32.760000000|79083|LOC0000000011684051|Poste|-28.241676000|-48.669897800|EQP0000000193336221|I01G0815|LOC0000000011686021|Poste|79270|-28.242829900|-48.670227500|EQP0000000193336560|I01G0814|LOC0000000011684051|Poste|79083|-28.241676000|-48.669897800|ROT0000000193336554|79084 >> 79083|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193337453|79070|LOC0000000011683773|Poste|-28.242691000|-48.669993800|Aerial|Autossustentável|38.410000000|38.410000000|79068|LOC0000000011683771|Poste|-28.242467600|-48.669846700|EQP0000000193336221|I01G0815|LOC0000000011686021|Poste|79270|-28.242829900|-48.670227500|EQP0000000193336560|I01G0814|LOC0000000011684051|Poste|79083|-28.241676000|-48.669897800|ROT0000000193336476|79070 >> 79068|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193337453|79068|LOC0000000011683771|Poste|-28.242467600|-48.669846700|Aerial|Autossustentável|36.400000000|36.400000000|79067|LOC0000000011683770|Poste|-28.242200300|-48.670062300|EQP0000000193336221|I01G0815|LOC0000000011686021|Poste|79270|-28.242829900|-48.670227500|EQP0000000193336560|I01G0814|LOC0000000011684051|Poste|79083|-28.241676000|-48.669897800|ROT0000000193336551|79068 >> 79067|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193337453|79067|LOC0000000011683770|Poste|-28.242200300|-48.670062300|Aerial|Autossustentável|28.380000000|28.380000000|79065|LOC0000000011683768|Poste|-28.241994200|-48.670233900|EQP0000000193336221|I01G0815|LOC0000000011686021|Poste|79270|-28.242829900|-48.670227500|EQP0000000193336560|I01G0814|LOC0000000011684051|Poste|79083|-28.241676000|-48.669897800|ROT0000000193336552|79067 >> 79065|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193337573|78837|LOC0000000011685714|Poste|-28.242136500|-48.675344200|Aerial|Autossustentável|21.660000000|21.660000000|78838|LOC0000000011685715|Poste|-28.242259200|-48.675516000|EQP0000000193337025|I01G0813|LOC0000000011687404|Poste|78997|-28.241768300|-48.673263300|EQP0000000193337088|I01G0812|LOC0000000011685715|Poste|78838|-28.242259200|-48.675516000|ROT0000000193337151|78837 >> 78838|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193400139|77828|LOC0000000011689771|Poste|-28.228001900|-48.671533500|Aerial|Autossustentável|27.740000000|27.740000000|77829|LOC0000000011689772|Poste|-28.227814800|-48.671442100|EQP0000000193399842|I01G0390|LOC0000000011689767|Poste|77823|-28.228700900|-48.669967300|EQP0000000193399983|I01G0389|LOC0000000011689774|Poste|77831|-28.227795800|-48.670583800|ROT0000000193399979|77828 >> 77829|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193400139|77776|LOC0000000011690142|Poste|-28.227539500|-48.671287600|Aerial|Autossustentável|11.510000000|11.510000000|77777|LOC0000000011690143|Poste|-28.227508700|-48.671213900|EQP0000000193399842|I01G0390|LOC0000000011689767|Poste|77823|-28.228700900|-48.669967300|EQP0000000193399983|I01G0389|LOC0000000011689774|Poste|77831|-28.227795800|-48.670583800|ROT0000000193399981|77776 >> 77777|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193400139|77829|LOC0000000011689772|Poste|-28.227814800|-48.671442100|Aerial|Autossustentável|34.070000000|34.070000000|77776|LOC0000000011690142|Poste|-28.227539500|-48.671287600|EQP0000000193399842|I01G0390|LOC0000000011689767|Poste|77823|-28.228700900|-48.669967300|EQP0000000193399983|I01G0389|LOC0000000011689774|Poste|77831|-28.227795800|-48.670583800|ROT0000000193399980|77829 >> 77776|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193373695|80023|LOC0000000011685505|Poste|-28.267537800|-48.688715000|Aerial|Autossustentável|34.050000000|34.050000000|80452|LOC0000000011685806|Poste|-28.267326000|-48.688966400|EQP0000000193372735|I01-SCIMAHUB-65|LOC0000000011618096|Poste|80036|-28.266133300|-48.688468200|EQP0000000193372843|I01G01304|LOC0000000011685501|Poste|80019|-28.268731400|-48.687846400|ROT0000000193373583|80023 >> 80452|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193373695|80024|LOC0000000011685506|Poste|-28.267918100|-48.688262000|Aerial|Autossustentável|21.480000000|21.480000000|80022|LOC0000000011685504|Poste|-28.267785200|-48.688421300|EQP0000000193372735|I01-SCIMAHUB-65|LOC0000000011618096|Poste|80036|-28.266133300|-48.688468200|EQP0000000193372843|I01G01304|LOC0000000011685501|Poste|80019|-28.268731400|-48.687846400|ROT0000000193373581|80024 >> 80022|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193373695|80022|LOC0000000011685504|Poste|-28.267785200|-48.688421300|Aerial|Autossustentável|39.780000000|39.780000000|80023|LOC0000000011685505|Poste|-28.267537800|-48.688715000|EQP0000000193372735|I01-SCIMAHUB-65|LOC0000000011618096|Poste|80036|-28.266133300|-48.688468200|EQP0000000193372843|I01G01304|LOC0000000011685501|Poste|80019|-28.268731400|-48.687846400|ROT0000000193373582|80022 >> 80023|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193373695|80453|LOC0000000011685807|Poste|-28.267120000|-48.689211000|Aerial|Autossustentável|48.180000000|48.180000000|80458|LOC0000000011685812|Poste|-28.266826700|-48.689257000|EQP0000000193372735|I01-SCIMAHUB-65|LOC0000000011618096|Poste|80036|-28.266133300|-48.688468200|EQP0000000193372843|I01G01304|LOC0000000011685501|Poste|80019|-28.268731400|-48.687846400|ROT0000000193373600|80453 >> 80458|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193373695|80452|LOC0000000011685806|Poste|-28.267326000|-48.688966400|Aerial|Autossustentável|33.120000000|33.120000000|80453|LOC0000000011685807|Poste|-28.267120000|-48.689211000|EQP0000000193372735|I01-SCIMAHUB-65|LOC0000000011618096|Poste|80036|-28.266133300|-48.688468200|EQP0000000193372843|I01G01304|LOC0000000011685501|Poste|80019|-28.268731400|-48.687846400|ROT0000000193373584|80452 >> 80453|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193338481|79456|LOC0000000011683505|Poste|-28.259903700|-48.693214000|Aerial|Autossustentável|74.380000000|74.380000000|79484|LOC0000000011684070|Poste|-28.259496900|-48.693816900|EQP0000000193393506|I01-SCIMAFOSC-2210|LOC0000000011619753|Poste|80545|-28.261929800|-48.689698700|EQP0000000193337955|I01G01680|LOC0000000011684080|Poste|79496|-28.259171800|-48.694531600|ROT0000000193338330|79456 >> 79484|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193373907|80603|LOC0000000011687481|Poste|-28.276427400|-48.697817300|Aerial|Autossustentável|39.060000000|39.060000000|80641|LOC0000000011683293|Poste|-28.276133000|-48.698036100|EQP0000000193373160|I01G01299|LOC0000000011687481|Poste|80603|-28.276427400|-48.697817300|EQP0000000193373231|I01G01298|LOC0000000011683847|Poste|80670|-28.272127800|-48.696223600|ROT0000000193373346|80603 >> 80641|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193373907|80667|LOC0000000011683574|Poste|-28.272864200|-48.696435200|Aerial|Autossustentável|71.400000000|71.400000000|80657|LOC0000000011683565|Poste|-28.273435600|-48.696771300|EQP0000000193373160|I01G01299|LOC0000000011687481|Poste|80603|-28.276427400|-48.697817300|EQP0000000193373231|I01G01298|LOC0000000011683847|Poste|80670|-28.272127800|-48.696223600|ROT0000000193373299|80667 >> 80657|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193373907|80657|LOC0000000011683565|Poste|-28.273435600|-48.696771300|Aerial|Autossustentável|31.700000000|31.700000000|80656|LOC0000000011683564|Poste|-28.273689300|-48.696920500|EQP0000000193373160|I01G01299|LOC0000000011687481|Poste|80603|-28.276427400|-48.697817300|EQP0000000193373231|I01G01298|LOC0000000011683847|Poste|80670|-28.272127800|-48.696223600|ROT0000000193373300|80657 >> 80656|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193373907|80668|LOC0000000011683845|Poste|-28.272355400|-48.696135900|Aerial|Autossustentável|63.580000000|63.580000000|80667|LOC0000000011683574|Poste|-28.272864200|-48.696435200|EQP0000000193373160|I01G01299|LOC0000000011687481|Poste|80603|-28.276427400|-48.697817300|EQP0000000193373231|I01G01298|LOC0000000011683847|Poste|80670|-28.272127800|-48.696223600|ROT0000000193373282|80668 >> 80667|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193373907|80670|LOC0000000011683847|Poste|-28.272127800|-48.696223600|Aerial|Autossustentável|39.350000000|39.350000000|80668|LOC0000000011683845|Poste|-28.272355400|-48.696135900|EQP0000000193373160|I01G01299|LOC0000000011687481|Poste|80603|-28.276427400|-48.697817300|EQP0000000193373231|I01G01298|LOC0000000011683847|Poste|80670|-28.272127800|-48.696223600|ROT0000000193373281|80670 >> 80668|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193373907|80638|LOC0000000011683290|Poste|-28.275174000|-48.697456400|Aerial|Autossustentável|55.320000000|55.320000000|80639|LOC0000000011683291|Poste|-28.275623300|-48.697702100|EQP0000000193373160|I01G01299|LOC0000000011687481|Poste|80603|-28.276427400|-48.697817300|EQP0000000193373231|I01G01298|LOC0000000011683847|Poste|80670|-28.272127800|-48.696223600|ROT0000000193373330|80638 >> 80639|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193373907|80641|LOC0000000011683293|Poste|-28.276133000|-48.698036100|Aerial|Autossustentável|65.300000000|65.300000000|80639|LOC0000000011683291|Poste|-28.275623300|-48.697702100|EQP0000000193373160|I01G01299|LOC0000000011687481|Poste|80603|-28.276427400|-48.697817300|EQP0000000193373231|I01G01298|LOC0000000011683847|Poste|80670|-28.272127800|-48.696223600|ROT0000000193373358|80641 >> 80639|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193337823|78963|LOC0000000011687113|Poste|-28.245253100|-48.677147100|Aerial|Autossustentável|36.910000000|36.910000000|78961|LOC0000000011687111|Poste|-28.244929000|-48.677060700|EQP0000000193337088|I01G0812|LOC0000000011685715|Poste|78838|-28.242259200|-48.675516000|EQP0000000193337153|I01G0811|LOC0000000011687113|Poste|78963|-28.245253100|-48.677147100|ROT0000000193337683|78963 >> 78961|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193337823|78966|LOC0000000011616274|Poste|-28.245078300|-48.676651400|Aerial|Autossustentável|43.440000000|43.440000000|78961|LOC0000000011687111|Poste|-28.244929000|-48.677060700|EQP0000000193337088|I01G0812|LOC0000000011685715|Poste|78838|-28.242259200|-48.675516000|EQP0000000193337153|I01G0811|LOC0000000011687113|Poste|78963|-28.245253100|-48.677147100|ROT0000000193337712|78966 >> 78961|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193337823|78838|LOC0000000011685715|Poste|-28.242259200|-48.675516000|Aerial|Autossustentável|32.260000000|32.260000000|78916|LOC0000000011626068|Poste|-28.242505900|-48.675690500|EQP0000000193337088|I01G0812|LOC0000000011685715|Poste|78838|-28.242259200|-48.675516000|EQP0000000193337153|I01G0811|LOC0000000011687113|Poste|78963|-28.245253100|-48.677147100|ROT0000000193337152|78838 >> 78916|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193401985|78239|LOC0000000011683439|Poste|-28.237037200|-48.668640400|Aerial|Autossustentável|29.370000000|29.370000000|78240|LOC0000000011683713|Poste|-28.237214200|-48.668863100|EQP0000000193401852|I01G0967|LOC0000000011683726|Poste|78256|-28.236910300|-48.667890600|EQP0000000193401922|I01G0966|LOC0000000011683714|Poste|78241|-28.237347800|-48.668874600|ROT0000000193401917|78239 >> 78240|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193401985|78238|LOC0000000011614614|Poste|-28.236853100|-48.668383900|Aerial|Autossustentável|32.400000000|32.400000000|78239|LOC0000000011683439|Poste|-28.237037200|-48.668640400|EQP0000000193401852|I01G0967|LOC0000000011683726|Poste|78256|-28.236910300|-48.667890600|EQP0000000193401922|I01G0966|LOC0000000011683714|Poste|78241|-28.237347800|-48.668874600|ROT0000000193401916|78238 >> 78239|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193401985|78240|LOC0000000011683713|Poste|-28.237214200|-48.668863100|Aerial|Autossustentável|14.850000000|14.850000000|78241|LOC0000000011683714|Poste|-28.237347800|-48.668874600|EQP0000000193401852|I01G0967|LOC0000000011683726|Poste|78256|-28.236910300|-48.667890600|EQP0000000193401922|I01G0966|LOC0000000011683714|Poste|78241|-28.237347800|-48.668874600|ROT0000000193401918|78240 >> 78241|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193337825|78963|LOC0000000011687113|Poste|-28.245253100|-48.677147100|Aerial|Autossustentável|43.160000000|43.160000000|78960|LOC0000000011687110|Poste|-28.244989100|-48.677282300|EQP0000000193337153|I01G0811|LOC0000000011687113|Poste|78963|-28.245253100|-48.677147100|EQP0000000193337179|I01G0810|LOC0000000011687108|Poste|78958|-28.244778900|-48.677864100|ROT0000000193337824|78963 >> 78960|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193402049|78241|LOC0000000011683714|Poste|-28.237347800|-48.668874600|Aerial|Autossustentável|45.100000000|45.100000000|78262|LOC0000000011683731|Poste|-28.237642600|-48.668953100|EQP0000000193401922|I01G0966|LOC0000000011683714|Poste|78241|-28.237347800|-48.668874600|EQP0000000193401986|I01G0965|LOC0000000011687354|Poste|78179|-28.236688200|-48.672748500|ROT0000000193401919|78241 >> 78262|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193402049|78262|LOC0000000011683731|Poste|-28.237642600|-48.668953100|Aerial|Autossustentável|44.790000000|44.790000000|78304|LOC0000000011612954|Poste|-28.237849700|-48.669345000|EQP0000000193401922|I01G0966|LOC0000000011683714|Poste|78241|-28.237347800|-48.668874600|EQP0000000193401986|I01G0965|LOC0000000011687354|Poste|78179|-28.236688200|-48.672748500|ROT0000000193401921|78262 >> 78304|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193338560|79501|LOC0000000011616347|Poste|-28.259720600|-48.694013400|Aerial|Autossustentável|32.010000000|32.010000000|79500|LOC0000000011684083|Poste|-28.259905600|-48.694263900|EQP0000000193337955|I01G01680|LOC0000000011684080|Poste|79496|-28.259171800|-48.694531600|EQP0000000193337981|I01G01679|LOC0000000011684083|Poste|79500|-28.259905600|-48.694263900|ROT0000000193338007|79501 >> 79500|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193377800|77283|LOC0000000011689915|Poste|-28.216092200|-48.674063000|Aerial|Autossustentável|32.250000000|32.250000000|77291|LOC0000000011689922|Poste|-28.216276200|-48.673808500|EQP0000000012007205|CAIXA DE EMENDA GENERICA 63|LOC0000000011617648|Poste|77413|-28.217352700|-48.672386500|EQP0000000193377443|I01G0059|LOC0000000011689783|Poste|77235|-28.214184000|-48.674213400|ROT0000000193377481|77283 >> 77291|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193377800|77291|LOC0000000011689922|Poste|-28.216276200|-48.673808500|Aerial|Autossustentável|41.730000000|41.730000000|77292|LOC0000000011689923|Poste|-28.216518700|-48.673483300|EQP0000000012007205|CAIXA DE EMENDA GENERICA 63|LOC0000000011617648|Poste|77413|-28.217352700|-48.672386500|EQP0000000193377443|I01G0059|LOC0000000011689783|Poste|77235|-28.214184000|-48.674213400|ROT0000000193377482|77291 >> 77292|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193377800|77292|LOC0000000011689923|Poste|-28.216518700|-48.673483300|Aerial|Autossustentável|26.080000000|26.080000000|77293|LOC0000000011689924|Poste|-28.216671200|-48.673281000|EQP0000000012007205|CAIXA DE EMENDA GENERICA 63|LOC0000000011617648|Poste|77413|-28.217352700|-48.672386500|EQP0000000193377443|I01G0059|LOC0000000011689783|Poste|77235|-28.214184000|-48.674213400|ROT0000000193377483|77292 >> 77293|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193377800|77368|LOC0000000011690117|Poste|-28.217087200|-48.672745300|Aerial|Autossustentável|45.890000000|45.890000000|77413|LOC0000000011617648|Poste|-28.217352700|-48.672386500|EQP0000000012007205|CAIXA DE EMENDA GENERICA 63|LOC0000000011617648|Poste|77413|-28.217352700|-48.672386500|EQP0000000193377443|I01G0059|LOC0000000011689783|Poste|77235|-28.214184000|-48.674213400|ROT0000000193377553|77368 >> 77413|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193377800|77276|LOC0000000011689863|Poste|-28.215861600|-48.674380400|Aerial|Autossustentável|40.300000000|40.300000000|77283|LOC0000000011689915|Poste|-28.216092200|-48.674063000|EQP0000000012007205|CAIXA DE EMENDA GENERICA 63|LOC0000000011617648|Poste|77413|-28.217352700|-48.672386500|EQP0000000193377443|I01G0059|LOC0000000011689783|Poste|77235|-28.214184000|-48.674213400|ROT0000000193377480|77276 >> 77283|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193377800|77367|LOC0000000011690116|Poste|-28.216906600|-48.672976400|Aerial|Autossustentável|30.250000000|30.250000000|77368|LOC0000000011690117|Poste|-28.217087200|-48.672745300|EQP0000000012007205|CAIXA DE EMENDA GENERICA 63|LOC0000000011617648|Poste|77413|-28.217352700|-48.672386500|EQP0000000193377443|I01G0059|LOC0000000011689783|Poste|77235|-28.214184000|-48.674213400|ROT0000000193377524|77367 >> 77368|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193377800|77293|LOC0000000011689924|Poste|-28.216671200|-48.673281000|Aerial|Autossustentável|39.680000000|39.680000000|77367|LOC0000000011690116|Poste|-28.216906600|-48.672976400|EQP0000000012007205|CAIXA DE EMENDA GENERICA 63|LOC0000000011617648|Poste|77413|-28.217352700|-48.672386500|EQP0000000193377443|I01G0059|LOC0000000011689783|Poste|77235|-28.214184000|-48.674213400|ROT0000000193377508|77293 >> 77367|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
CBL0000000193400140|77777|LOC0000000011690143|Poste|-28.227508700|-48.671213900|Aerial|Autossustentável|47.600000000|47.600000000|77779|LOC0000000011690145|Poste|-28.227387100|-48.671679000|EQP0000000193399983|I01G0389|LOC0000000011689774|Poste|77831|-28.227795800|-48.670583800|EQP0000000193400046|I01G0388|LOC0000000011689732|Poste|77609|-28.224975300|-48.673696400|ROT0000000193399982|77777 >> 77779|SC|IMBITUBA|SCIMA_G1I01|BARRAMENTO
